"age","mean.lifespan"
"423",42.15,9.13590909090908
"424",42.25,9.03590909090909
"425",42.35,8.93590909090909
"426",42.45,8.83590909090909
"427",42.55,8.73590909090909
"428",42.65,8.63590909090908
"429",42.75,8.53590909090909
"430",42.85,8.43590909090909
"431",42.95,8.73428571428571
"432",43.05,8.63428571428572
"433",43.15,8.53428571428571
"434",43.25,8.43428571428571
"435",43.35,8.33428571428572
"436",43.45,8.23428571428571
"437",43.55,8.13428571428572
"438",43.65,8.03428571428571
"439",43.75,7.93428571428571
"440",43.85,7.83428571428572
"441",43.95,7.73428571428571
"442",44.05,7.63428571428572
"443",44.15,7.53428571428571
"444",44.25,7.43428571428571
"445",44.35,7.33428571428572
"446",44.45,7.23428571428571
"447",44.55,7.13428571428572
"448",44.65,7.03428571428571
"449",44.75,6.93428571428571
"450",44.85,6.83428571428572
"451",44.95,6.73428571428571
"452",45.05,6.63428571428572
"453",45.15,6.53428571428571
"454",45.25,6.43428571428571
"455",45.35,6.33428571428572
"456",45.45,6.23428571428571
"457",45.55,6.4415
"458",45.65,6.34149999999999
"459",45.75,6.2415
"460",45.85,6.1415
"461",45.95,6.04149999999999
"462",46.05,5.9415
"463",46.15,5.84149999999999
"464",46.25,5.7415
"465",46.35,7.52533333333334
"466",46.45,7.42533333333333
"467",46.55,7.32533333333333
"468",46.65,7.22533333333333
"469",46.75,7.12533333333333
"470",46.85,7.02533333333334
"471",46.95,6.92533333333333
"472",47.05,6.82533333333333
"473",47.15,6.72533333333333
"474",47.25,6.62533333333333
"475",47.35,6.52533333333334
"476",47.45,6.42533333333333
"477",47.55,6.32533333333333
"478",47.65,6.22533333333333
"479",47.75,6.12533333333333
"480",47.85,6.02533333333334
"481",47.95,6.35285714285714
"482",48.05,6.25285714285714
"483",48.15,6.15285714285714
"484",48.25,6.05285714285714
"485",48.35,5.95285714285715
"486",48.45,5.85285714285714
"487",48.55,5.75285714285714
"488",48.65,5.65285714285714
"489",48.75,5.55285714285714
"490",48.85,5.45285714285715
"491",48.95,5.35285714285714
"492",49.05,5.25285714285714
"493",49.15,5.15285714285714
"494",49.25,5.44846153846154
"495",49.35,5.34846153846154
"496",49.45,5.24846153846153
"497",49.55,5.14846153846154
"498",49.65,5.04846153846153
"499",49.75,4.94846153846154
"500",49.85,4.84846153846154
"501",49.95,4.74846153846153
"502",50.05,4.64846153846154
"503",50.15,6.61444444444444
"504",50.25,6.51444444444444
"505",50.35,6.41444444444445
"506",50.45,6.31444444444444
"507",50.55,6.21444444444445
"508",50.65,6.11444444444444
"509",50.75,6.01444444444444
"510",50.85,5.91444444444445
"511",50.95,5.81444444444444
"512",51.05,5.71444444444445
"513",51.15,5.61444444444444
"514",51.25,5.51444444444444
"515",51.35,5.41444444444445
"516",51.45,5.31444444444444
"517",51.55,5.21444444444445
"518",51.65,5.11444444444444
"519",51.75,5.01444444444444
"520",51.85,4.91444444444445
"521",51.95,4.81444444444444
"522",52.05,4.71444444444445
"523",52.15,4.61444444444444
"524",52.25,4.51444444444444
"525",52.35,4.41444444444445
"526",52.45,4.31444444444444
"527",52.55,4.21444444444445
"528",52.65,4.11444444444444
"529",52.75,4.01444444444444
"530",52.85,3.91444444444445
"531",52.95,3.81444444444444
"532",53.05,3.71444444444445
"533",53.15,3.61444444444444
"534",53.25,3.51444444444444
"535",53.35,3.41444444444445
"536",53.45,3.31444444444444
"537",53.55,3.21444444444445
"538",53.65,3.11444444444444
"539",53.75,3.01444444444444
"540",53.85,3.77571428571429
"541",53.95,3.67571428571428
"542",54.05,3.57571428571429
"543",54.15,3.47571428571428
"544",54.25,4.738
"545",54.35,4.638
"546",54.45,4.53799999999999
"547",54.55,4.438
"548",54.65,4.33799999999999
"549",54.75,4.238
"550",54.85,4.138
"551",54.95,4.03799999999999
"552",55.05,3.938
"553",55.15,3.83799999999999
"554",55.25,3.738
"555",55.35,3.638
"556",55.45,3.538
"557",55.55,3.438
"558",55.65,3.33799999999999
"559",55.75,3.238
"560",55.85,3.138
"561",55.95,5.09
"562",56.05,7.505
"563",56.15,7.40499999999999
"564",56.25,7.305
"565",56.35,7.20500000000001
"566",56.45,7.105
"567",56.55,7.005
"568",56.65,6.90499999999999
"569",56.75,6.805
"570",56.85,6.70500000000001
"571",56.95,6.605
"572",57.05,6.505
"573",57.15,6.40499999999999
"574",57.25,6.305
"575",57.35,6.20500000000001
"576",57.45,6.105
"577",57.55,6.005
"578",57.65,5.90499999999999
"579",57.75,5.805
"580",57.85,5.70500000000001
"581",57.95,5.605
"582",58.05,5.505
"583",58.15,5.40499999999999
"584",58.25,5.305
"585",58.35,5.20500000000001
"586",58.45,5.105
"587",58.55,5.005
"588",58.65,4.90499999999999
"589",58.75,4.805
"590",58.85,4.70500000000001
"591",58.95,4.605
"592",59.05,4.505
"593",59.15,4.40499999999999
"594",59.25,4.305
"595",59.35,4.20500000000001
"596",59.45,4.105
"597",59.55,4.005
"598",59.65,3.90499999999999
"599",59.75,3.805
"600",59.85,3.70500000000001
"601",59.95,3.605
"602",60.05,3.505
"603",60.15,3.40499999999999
"604",60.25,3.305
"605",60.35,3.20500000000001
"606",60.45,3.105
"607",60.55,3.005
"608",60.65,2.90499999999999
"609",60.75,2.805
"610",60.85,2.70500000000001
"611",60.95,2.605
"612",61.05,2.505
"613",61.15,2.40499999999999
"614",61.25,2.305
"615",61.35,2.20500000000001
"616",61.45,2.105
"617",61.55,2.005
"618",61.65,1.90499999999999
"619",61.75,3.7
"620",61.85,3.60000000000001
"621",61.95,3.5
"622",62.05,3.40000000000001
"623",62.15,3.3
"624",62.25,3.2
"625",62.35,3.10000000000001
"626",62.45,3
"627",62.55,2.90000000000001
"628",62.65,2.8
"629",62.75,2.7
"630",62.85,2.60000000000001
"631",62.95,2.5
"632",63.05,2.40000000000001
"633",63.15,2.3
"634",63.25,2.2
"635",63.35,2.10000000000001
"636",63.45,2
"637",63.55,1.90000000000001
"638",63.65,1.8
"639",63.75,1.7
"640",63.85,1.60000000000001
"641",63.95,1.5
"642",64.05,1.40000000000001
"643",64.15,1.3
"644",64.25,1.2
"645",64.35,1.10000000000001
"646",64.45,1
"647",64.55,0.900000000000006
"648",64.65,0.799999999999997
"649",64.75,0.700000000000003
"650",64.85,0.600000000000009
"651",64.95,0.5
"652",65.05,0.400000000000006
"653",65.15,0.299999999999997
"654",65.25,0.200000000000003
"655",65.35,0.100000000000009
"656",65.45,0
"657",65.55,0
"658",65.65,0
"659",65.75,0
"660",65.85,0
"661",65.95,0
