"age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","mean.lifespan"
"355",35.35,0,0,0,25,25,0,0,0,13.086
"356",35.45,0,0,0,25,25,0,0,0,12.986
"357",35.55,0,0,0,25,25,0,0,0,12.886
"358",35.65,0,0,0,25,25,0,0,0,12.786
"359",35.75,0,0,0,25,25,0,0,0,12.686
"360",35.85,0,0,0,25,25,0,0,0,12.586
"361",35.95,0,0,0,25,25,0,0,0,12.486
"362",36.05,0,0,0,25,25,0,0,0,12.386
"363",36.15,0,0,0,25,25,0,0,0,12.286
"364",36.25,0,0,0,25,25,0,0,0,12.186
"365",36.35,0,0,0,25,25,0,0,0,12.086
"366",36.45,0,0,0,25,25,0,0,0,11.986
"367",36.55,0,0,0,25,25,0,0,0,11.886
"368",36.65,0,0,0,25,25,0,0,0,11.786
"369",36.75,0,0,0,25,25,0,0,0,11.686
"370",36.85,0,0,0,25,25,0,0,0,11.586
"371",36.95,2,0,2,25,23,0.08,0,0.08,11.486
"372",37.05,0,0,0,23,23,0,0,0,12.3786956521739
"373",37.15,0,0,0,23,23,0,0,0,12.2786956521739
"374",37.25,0,0,0,23,23,0,0,0,12.1786956521739
"375",37.35,1,0,1,23,22,0.0434782608695652,0,0.0434782608695652,12.0786956521739
"376",37.45,0,0,0,22,22,0,0,0,12.5268181818182
"377",37.55,0,0,0,22,22,0,0,0,12.4268181818182
"378",37.65,0,0,0,22,22,0,0,0,12.3268181818182
"379",37.75,0,0,0,22,22,0,0,0,12.2268181818182
"380",37.85,0,0,0,22,22,0,0,0,12.1268181818182
"381",37.95,0,0,0,22,22,0,0,0,12.0268181818182
"382",38.05,0,0,0,22,22,0,0,0,11.9268181818182
"383",38.15,0,0,0,22,22,0,0,0,11.8268181818182
"384",38.25,0,0,0,22,22,0,0,0,11.7268181818182
"385",38.35,0,0,0,22,22,0,0,0,11.6268181818182
"386",38.45,0,0,0,22,22,0,0,0,11.5268181818182
"387",38.55,0,0,0,22,22,0,0,0,11.4268181818182
"388",38.65,0,0,0,22,22,0,0,0,11.3268181818182
"389",38.75,0,0,0,22,22,0,0,0,11.2268181818182
"390",38.85,0,0,0,22,22,0,0,0,11.1268181818182
"391",38.95,0,0,0,22,22,0,0,0,11.0268181818182
"392",39.05,0,0,0,22,22,0,0,0,10.9268181818182
"393",39.15,0,0,0,22,22,0,0,0,10.8268181818182
"394",39.25,0,0,0,22,22,0,0,0,10.7268181818182
"395",39.35,0,0,0,22,22,0,0,0,10.6268181818182
"396",39.45,0,0,0,22,22,0,0,0,10.5268181818182
"397",39.55,0,0,0,22,22,0,0,0,10.4268181818182
"398",39.65,0,0,0,22,22,0,0,0,10.3268181818182
"399",39.75,0,0,0,22,22,0,0,0,10.2268181818182
"400",39.85,0,0,0,22,22,0,0,0,10.1268181818182
"401",39.95,0,0,0,22,22,0,0,0,10.0268181818182
"402",40.05,0,0,0,22,22,0,0,0,9.92681818181818
"403",40.15,0,0,0,22,22,0,0,0,9.82681818181817
"404",40.25,0,0,0,22,22,0,0,0,9.72681818181818
"405",40.35,0,0,0,22,22,0,0,0,9.62681818181819
"406",40.45,3,0,3,22,19,0.136363636363636,0,0.136363636363636,9.52681818181818
"407",40.55,0,0,0,19,19,0,0,0,10.9310526315789
"408",40.65,0,0,0,19,19,0,0,0,10.8310526315789
"409",40.75,0,0,0,19,19,0,0,0,10.7310526315789
"410",40.85,0,0,0,19,19,0,0,0,10.631052631579
"411",40.95,0,0,0,19,19,0,0,0,10.5310526315789
"412",41.05,0,0,0,19,19,0,0,0,10.4310526315789
"413",41.15,0,0,0,19,19,0,0,0,10.3310526315789
"414",41.25,0,0,0,19,19,0,0,0,10.2310526315789
"415",41.35,0,0,0,19,19,0,0,0,10.131052631579
"416",41.45,0,0,0,19,19,0,0,0,10.0310526315789
"417",41.55,0,0,0,19,19,0,0,0,9.93105263157895
"418",41.65,0,0,0,19,19,0,0,0,9.83105263157894
"419",41.75,0,0,0,19,19,0,0,0,9.73105263157895
"420",41.85,0,0,0,19,19,0,0,0,9.63105263157895
"421",41.95,0,0,0,19,19,0,0,0,9.53105263157894
"422",42.05,0,0,0,19,19,0,0,0,9.43105263157895
"423",42.15,0,0,0,19,19,0,0,0,9.33105263157894
"424",42.25,0,0,0,19,19,0,0,0,9.23105263157895
"425",42.35,0,0,0,19,19,0,0,0,9.13105263157895
"426",42.45,0,0,0,19,19,0,0,0,9.03105263157894
"427",42.55,0,0,0,19,19,0,0,0,8.93105263157895
"428",42.65,0,0,0,19,19,0,0,0,8.83105263157894
"429",42.75,0,0,0,19,19,0,0,0,8.73105263157895
"430",42.85,1,0,1,19,18,0.0526315789473684,0,0.0526315789473684,8.63105263157895
"431",42.95,0,0,0,18,18,0,0,0,9.00666666666666
"432",43.05,0,0,0,18,18,0,0,0,8.90666666666667
"433",43.15,0,0,0,18,18,0,0,0,8.80666666666666
"434",43.25,0,0,0,18,18,0,0,0,8.70666666666667
"435",43.35,0,0,0,18,18,0,0,0,8.60666666666667
"436",43.45,0,0,0,18,18,0,0,0,8.50666666666666
"437",43.55,0,0,0,18,18,0,0,0,8.40666666666667
"438",43.65,0,0,0,18,18,0,0,0,8.30666666666666
"439",43.75,0,0,0,18,18,0,0,0,8.20666666666667
"440",43.85,0,0,0,18,18,0,0,0,8.10666666666667
"441",43.95,0,0,0,18,18,0,0,0,8.00666666666666
"442",44.05,0,0,0,18,18,0,0,0,7.90666666666667
"443",44.15,0,0,0,18,18,0,0,0,7.80666666666666
"444",44.25,0,0,0,18,18,0,0,0,7.70666666666667
"445",44.35,0,0,0,18,18,0,0,0,7.60666666666667
"446",44.45,0,0,0,18,18,0,0,0,7.50666666666666
"447",44.55,0,0,0,18,18,0,0,0,7.40666666666667
"448",44.65,0,0,0,18,18,0,0,0,7.30666666666666
"449",44.75,0,0,0,18,18,0,0,0,7.20666666666667
"450",44.85,0,0,0,18,18,0,0,0,7.10666666666667
"451",44.95,0,0,0,18,18,0,0,0,7.00666666666666
"452",45.05,0,0,0,18,18,0,0,0,6.90666666666667
"453",45.15,0,0,0,18,18,0,0,0,6.80666666666666
"454",45.25,0,0,0,18,18,0,0,0,6.70666666666667
"455",45.35,0,0,0,18,18,0,0,0,6.60666666666667
"456",45.45,1,0,1,18,17,0.0555555555555556,0,0.0555555555555556,6.50666666666666
"457",45.55,0,0,0,17,17,0,0,0,6.78411764705882
"458",45.65,0,0,0,17,17,0,0,0,6.68411764705882
"459",45.75,0,0,0,17,17,0,0,0,6.58411764705882
"460",45.85,0,0,0,17,17,0,0,0,6.48411764705883
"461",45.95,0,0,0,17,17,0,0,0,6.38411764705882
"462",46.05,0,0,0,17,17,0,0,0,6.28411764705882
"463",46.15,0,0,0,17,17,0,0,0,6.18411764705882
"464",46.25,5,0,5,17,12,0.294117647058824,0,0.294117647058824,6.08411764705882
"465",46.35,0,0,0,12,12,0,0,0,8.48166666666667
"466",46.45,0,0,0,12,12,0,0,0,8.38166666666666
"467",46.55,0,0,0,12,12,0,0,0,8.28166666666667
"468",46.65,0,0,0,12,12,0,0,0,8.18166666666666
"469",46.75,0,0,0,12,12,0,0,0,8.08166666666667
"470",46.85,0,0,0,12,12,0,0,0,7.98166666666667
"471",46.95,0,0,0,12,12,0,0,0,7.88166666666666
"472",47.05,0,0,0,12,12,0,0,0,7.78166666666667
"473",47.15,0,0,0,12,12,0,0,0,7.68166666666666
"474",47.25,0,0,0,12,12,0,0,0,7.58166666666667
"475",47.35,0,0,0,12,12,0,0,0,7.48166666666667
"476",47.45,0,0,0,12,12,0,0,0,7.38166666666666
"477",47.55,0,0,0,12,12,0,0,0,7.28166666666667
"478",47.65,0,0,0,12,12,0,0,0,7.18166666666666
"479",47.75,0,0,0,12,12,0,0,0,7.08166666666667
"480",47.85,1,0,1,12,11,0.0833333333333333,0,0.0833333333333333,6.98166666666667
"481",47.95,0,0,0,11,11,0,0,0,7.51272727272727
"482",48.05,0,0,0,11,11,0,0,0,7.41272727272727
"483",48.15,0,0,0,11,11,0,0,0,7.31272727272726
"484",48.25,0,0,0,11,11,0,0,0,7.21272727272727
"485",48.35,0,0,0,11,11,0,0,0,7.11272727272728
"486",48.45,0,0,0,11,11,0,0,0,7.01272727272727
"487",48.55,0,0,0,11,11,0,0,0,6.91272727272727
"488",48.65,0,0,0,11,11,0,0,0,6.81272727272726
"489",48.75,0,0,0,11,11,0,0,0,6.71272727272727
"490",48.85,0,0,0,11,11,0,0,0,6.61272727272728
"491",48.95,0,0,0,11,11,0,0,0,6.51272727272727
"492",49.05,0,0,0,11,11,0,0,0,6.41272727272727
"493",49.15,1,0,1,11,10,0.0909090909090909,0,0.0909090909090909,6.31272727272726
"494",49.25,0,0,0,10,10,0,0,0,6.843
"495",49.35,0,0,0,10,10,0,0,0,6.743
"496",49.45,0,0,0,10,10,0,0,0,6.643
"497",49.55,0,0,0,10,10,0,0,0,6.543
"498",49.65,0,0,0,10,10,0,0,0,6.44299999999999
"499",49.75,0,0,0,10,10,0,0,0,6.343
"500",49.85,0,0,0,10,10,0,0,0,6.243
"501",49.95,0,0,0,10,10,0,0,0,6.143
"502",50.05,1,0,1,10,9,0.1,0,0.1,6.043
"503",50.15,0,0,0,9,9,0,0,0,6.61444444444444
"504",50.25,0,0,0,9,9,0,0,0,6.51444444444444
"505",50.35,0,0,0,9,9,0,0,0,6.41444444444445
"506",50.45,0,0,0,9,9,0,0,0,6.31444444444444
"507",50.55,0,0,0,9,9,0,0,0,6.21444444444445
"508",50.65,0,0,0,9,9,0,0,0,6.11444444444444
"509",50.75,0,0,0,9,9,0,0,0,6.01444444444444
"510",50.85,0,0,0,9,9,0,0,0,5.91444444444445
"511",50.95,0,0,0,9,9,0,0,0,5.81444444444444
"512",51.05,0,0,0,9,9,0,0,0,5.71444444444445
"513",51.15,0,0,0,9,9,0,0,0,5.61444444444444
"514",51.25,0,0,0,9,9,0,0,0,5.51444444444444
"515",51.35,0,0,0,9,9,0,0,0,5.41444444444445
"516",51.45,0,0,0,9,9,0,0,0,5.31444444444444
"517",51.55,0,0,0,9,9,0,0,0,5.21444444444445
"518",51.65,0,0,0,9,9,0,0,0,5.11444444444444
"519",51.75,0,0,0,9,9,0,0,0,5.01444444444444
"520",51.85,0,0,0,9,9,0,0,0,4.91444444444445
"521",51.95,0,0,0,9,9,0,0,0,4.81444444444444
"522",52.05,0,0,0,9,9,0,0,0,4.71444444444445
"523",52.15,0,0,0,9,9,0,0,0,4.61444444444444
"524",52.25,0,0,0,9,9,0,0,0,4.51444444444444
"525",52.35,0,0,0,9,9,0,0,0,4.41444444444445
"526",52.45,0,0,0,9,9,0,0,0,4.31444444444444
"527",52.55,0,0,0,9,9,0,0,0,4.21444444444445
"528",52.65,0,0,0,9,9,0,0,0,4.11444444444444
"529",52.75,0,0,0,9,9,0,0,0,4.01444444444444
"530",52.85,0,0,0,9,9,0,0,0,3.91444444444445
"531",52.95,0,0,0,9,9,0,0,0,3.81444444444444
"532",53.05,0,0,0,9,9,0,0,0,3.71444444444445
"533",53.15,0,0,0,9,9,0,0,0,3.61444444444444
"534",53.25,0,0,0,9,9,0,0,0,3.51444444444444
"535",53.35,0,0,0,9,9,0,0,0,3.41444444444445
"536",53.45,0,0,0,9,9,0,0,0,3.31444444444444
"537",53.55,0,0,0,9,9,0,0,0,3.21444444444445
"538",53.65,0,0,0,9,9,0,0,0,3.11444444444444
"539",53.75,2,0,2,9,7,0.222222222222222,0,0.222222222222222,3.01444444444444
"540",53.85,0,0,0,7,7,0,0,0,3.77571428571429
"541",53.95,0,0,0,7,7,0,0,0,3.67571428571428
"542",54.05,0,0,0,7,7,0,0,0,3.57571428571429
"543",54.15,2,0,2,7,5,0.285714285714286,0,0.285714285714286,3.47571428571428
"544",54.25,0,0,0,5,5,0,0,0,4.738
"545",54.35,0,0,0,5,5,0,0,0,4.638
"546",54.45,0,0,0,5,5,0,0,0,4.53799999999999
"547",54.55,0,0,0,5,5,0,0,0,4.438
"548",54.65,0,0,0,5,5,0,0,0,4.33799999999999
"549",54.75,0,0,0,5,5,0,0,0,4.238
"550",54.85,0,0,0,5,5,0,0,0,4.138
"551",54.95,0,0,0,5,5,0,0,0,4.03799999999999
"552",55.05,0,0,0,5,5,0,0,0,3.938
"553",55.15,0,0,0,5,5,0,0,0,3.83799999999999
"554",55.25,0,0,0,5,5,0,0,0,3.738
"555",55.35,0,0,0,5,5,0,0,0,3.638
"556",55.45,0,0,0,5,5,0,0,0,3.538
"557",55.55,0,0,0,5,5,0,0,0,3.438
"558",55.65,0,0,0,5,5,0,0,0,3.33799999999999
"559",55.75,0,0,0,5,5,0,0,0,3.238
"560",55.85,2,0,2,5,3,0.4,0,0.4,3.138
"561",55.95,1,0,1,3,2,0.333333333333333,0,0.333333333333333,5.09
"562",56.05,0,0,0,2,2,0,0,0,7.505
"563",56.15,0,0,0,2,2,0,0,0,7.40499999999999
"564",56.25,0,0,0,2,2,0,0,0,7.305
"565",56.35,0,0,0,2,2,0,0,0,7.20500000000001
"566",56.45,0,0,0,2,2,0,0,0,7.105
"567",56.55,0,0,0,2,2,0,0,0,7.005
"568",56.65,0,0,0,2,2,0,0,0,6.90499999999999
"569",56.75,0,0,0,2,2,0,0,0,6.805
"570",56.85,0,0,0,2,2,0,0,0,6.70500000000001
"571",56.95,0,0,0,2,2,0,0,0,6.605
"572",57.05,0,0,0,2,2,0,0,0,6.505
"573",57.15,0,0,0,2,2,0,0,0,6.40499999999999
"574",57.25,0,0,0,2,2,0,0,0,6.305
"575",57.35,0,0,0,2,2,0,0,0,6.20500000000001
"576",57.45,0,0,0,2,2,0,0,0,6.105
"577",57.55,0,0,0,2,2,0,0,0,6.005
"578",57.65,0,0,0,2,2,0,0,0,5.90499999999999
"579",57.75,0,0,0,2,2,0,0,0,5.805
"580",57.85,0,0,0,2,2,0,0,0,5.70500000000001
"581",57.95,0,0,0,2,2,0,0,0,5.605
"582",58.05,0,0,0,2,2,0,0,0,5.505
"583",58.15,0,0,0,2,2,0,0,0,5.40499999999999
"584",58.25,0,0,0,2,2,0,0,0,5.305
"585",58.35,0,0,0,2,2,0,0,0,5.20500000000001
"586",58.45,0,0,0,2,2,0,0,0,5.105
"587",58.55,0,0,0,2,2,0,0,0,5.005
"588",58.65,0,0,0,2,2,0,0,0,4.90499999999999
"589",58.75,0,0,0,2,2,0,0,0,4.805
"590",58.85,0,0,0,2,2,0,0,0,4.70500000000001
"591",58.95,0,0,0,2,2,0,0,0,4.605
"592",59.05,0,0,0,2,2,0,0,0,4.505
"593",59.15,0,0,0,2,2,0,0,0,4.40499999999999
"594",59.25,0,0,0,2,2,0,0,0,4.305
"595",59.35,0,0,0,2,2,0,0,0,4.20500000000001
"596",59.45,0,0,0,2,2,0,0,0,4.105
"597",59.55,0,0,0,2,2,0,0,0,4.005
"598",59.65,0,0,0,2,2,0,0,0,3.90499999999999
"599",59.75,0,0,0,2,2,0,0,0,3.805
"600",59.85,0,0,0,2,2,0,0,0,3.70500000000001
"601",59.95,0,0,0,2,2,0,0,0,3.605
"602",60.05,0,0,0,2,2,0,0,0,3.505
"603",60.15,0,0,0,2,2,0,0,0,3.40499999999999
"604",60.25,0,0,0,2,2,0,0,0,3.305
"605",60.35,0,0,0,2,2,0,0,0,3.20500000000001
"606",60.45,0,0,0,2,2,0,0,0,3.105
"607",60.55,0,0,0,2,2,0,0,0,3.005
"608",60.65,0,0,0,2,2,0,0,0,2.90499999999999
"609",60.75,0,0,0,2,2,0,0,0,2.805
"610",60.85,0,0,0,2,2,0,0,0,2.70500000000001
"611",60.95,0,0,0,2,2,0,0,0,2.605
"612",61.05,0,0,0,2,2,0,0,0,2.505
"613",61.15,0,0,0,2,2,0,0,0,2.40499999999999
"614",61.25,0,0,0,2,2,0,0,0,2.305
"615",61.35,0,0,0,2,2,0,0,0,2.20500000000001
"616",61.45,0,0,0,2,2,0,0,0,2.105
"617",61.55,0,0,0,2,2,0,0,0,2.005
"618",61.65,1,0,1,2,1,0.5,0,0.5,1.90499999999999
"619",61.75,0,0,0,1,1,0,0,0,3.7
"620",61.85,0,0,0,1,1,0,0,0,3.60000000000001
"621",61.95,0,0,0,1,1,0,0,0,3.5
"622",62.05,0,0,0,1,1,0,0,0,3.40000000000001
"623",62.15,0,0,0,1,1,0,0,0,3.3
"624",62.25,0,0,0,1,1,0,0,0,3.2
"625",62.35,0,0,0,1,1,0,0,0,3.10000000000001
"626",62.45,0,0,0,1,1,0,0,0,3
"627",62.55,0,0,0,1,1,0,0,0,2.90000000000001
"628",62.65,0,0,0,1,1,0,0,0,2.8
"629",62.75,0,0,0,1,1,0,0,0,2.7
"630",62.85,0,0,0,1,1,0,0,0,2.60000000000001
"631",62.95,0,0,0,1,1,0,0,0,2.5
"632",63.05,0,0,0,1,1,0,0,0,2.40000000000001
"633",63.15,0,0,0,1,1,0,0,0,2.3
"634",63.25,0,0,0,1,1,0,0,0,2.2
"635",63.35,0,0,0,1,1,0,0,0,2.10000000000001
"636",63.45,0,0,0,1,1,0,0,0,2
"637",63.55,0,0,0,1,1,0,0,0,1.90000000000001
"638",63.65,0,0,0,1,1,0,0,0,1.8
"639",63.75,0,0,0,1,1,0,0,0,1.7
"640",63.85,0,0,0,1,1,0,0,0,1.60000000000001
"641",63.95,0,0,0,1,1,0,0,0,1.5
"642",64.05,0,0,0,1,1,0,0,0,1.40000000000001
"643",64.15,0,0,0,1,1,0,0,0,1.3
"644",64.25,0,0,0,1,1,0,0,0,1.2
"645",64.35,0,0,0,1,1,0,0,0,1.10000000000001
"646",64.45,0,0,0,1,1,0,0,0,1
"647",64.55,0,0,0,1,1,0,0,0,0.900000000000006
"648",64.65,0,0,0,1,1,0,0,0,0.799999999999997
"649",64.75,0,0,0,1,1,0,0,0,0.700000000000003
"650",64.85,0,0,0,1,1,0,0,0,0.600000000000009
"651",64.95,0,0,0,1,1,0,0,0,0.5
"652",65.05,0,0,0,1,1,0,0,0,0.400000000000006
"653",65.15,0,0,0,1,1,0,0,0,0.299999999999997
"654",65.25,0,0,0,1,1,0,0,0,0.200000000000003
"655",65.35,0,0,0,1,1,0,0,0,0.100000000000009
"656",65.45,1,0,1,1,0,1,0,1,0
"657",65.55,0,0,0,0,0,0,0,0,0
"658",65.65,0,0,0,0,0,0,0,0,0
"659",65.75,0,0,0,0,0,0,0,0,0
"660",65.85,0,0,0,0,0,0,0,0,0
"661",65.95,0,0,0,0,0,0,0,0,0
