"","X.1","X","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability"
"440",440,441,220,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"441",441,442,220.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"442",442,443,221,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"443",443,444,221.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"444",444,445,222,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"445",445,446,222.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"446",446,447,223,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"447",447,448,223.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"448",448,449,224,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"449",449,450,224.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"450",450,451,225,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"451",451,452,225.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"452",452,453,226,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"453",453,454,226.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"454",454,455,227,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"455",455,456,227.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"456",456,457,228,29,0,29,261,232,0.111111111111111,0,0.111111111111111,2,0.132340772852894,8,0,0.132340772852894
"457",457,458,228.5,44,52,96,232,240,0.189655172413793,0.216666666666667,0.40632183908046,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"458",458,459,229,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"459",459,460,229.5,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"460",460,461,230,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"461",461,462,230.5,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"462",462,463,231,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"463",463,464,231.5,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"464",464,465,232,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"465",465,466,232.5,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"466",466,467,233,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"467",467,468,233.5,19,18,37,240,239,0.0791666666666667,0.0753138075313808,0.154480474198047,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"468",468,469,234,0,0,0,239,239,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"469",469,470,234.5,0,0,0,239,239,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"470",470,471,235,0,0,0,239,239,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"471",471,472,235.5,0,0,0,239,239,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"472",472,473,236,0,0,0,239,239,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"473",473,474,236.5,0,0,0,239,239,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"474",474,475,237,24,42,66,239,257,0.100418410041841,0.163424124513619,0.26384253455546,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"475",475,476,237.5,0,0,0,257,257,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"476",476,477,238,0,0,0,257,257,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"477",477,478,238.5,0,0,0,257,257,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"478",478,479,239,28,18,46,257,247,0.108949416342412,0.0728744939271255,0.181823910269538,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"479",479,480,239.5,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"480",480,481,240,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"481",481,482,240.5,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"482",482,483,241,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"483",483,484,241.5,43,28,71,247,232,0.174089068825911,0.120689655172414,0.294778723998325,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"484",484,485,242,0,0,0,232,232,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"485",485,486,242.5,0,0,0,232,232,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"486",486,487,243,0,0,0,232,232,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"487",487,488,243.5,0,0,0,232,232,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"488",488,489,244,16,9,25,232,225,0.0689655172413793,0.04,0.108965517241379,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"489",489,490,244.5,0,0,0,225,225,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"490",490,491,245,23,10,33,225,212,0.102222222222222,0.0471698113207547,0.149392033542977,2,0.132340772852894,3,0.0329385147723402,0.165279287625234
"491",491,492,245.5,0,0,0,212,212,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"492",492,493,246,0,0,0,212,212,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"493",493,494,246.5,0,0,0,212,212,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"494",494,495,247,54,26,80,212,184,0.254716981132075,0.141304347826087,0.396021328958162,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"495",495,496,247.5,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"496",496,497,248,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"497",497,498,248.5,22,15,37,184,177,0.119565217391304,0.0847457627118644,0.204310980103169,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"498",498,499,249,0,0,0,177,177,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"499",499,500,249.5,1,2,3,177,178,0.00564971751412429,0.0112359550561798,0.0168856725703041,6,0.000195223214584221,7,0.00618799058653039,0.00638321380111461
"500",500,501,250,27,16,43,178,167,0.151685393258427,0.0958083832335329,0.24749377649196,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"501",501,502,250.5,0,0,0,167,167,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"502",502,503,251,10,0,10,167,157,0.0598802395209581,0,0.0598802395209581,5,0.0719591206446811,8,0,0.0719591206446811
"503",503,504,251.5,0,0,0,157,157,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"504",504,505,252,42,70,112,157,185,0.267515923566879,0.378378378378378,0.645894301945257,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"505",505,506,252.5,0,0,0,185,185,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"506",506,507,253,0,0,0,185,185,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"507",507,508,253.5,0,0,0,185,185,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"508",508,509,254,17,41,58,185,209,0.0918918918918919,0.196172248803828,0.28806414069572,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"509",509,510,254.5,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"510",510,511,255,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"511",511,512,255.5,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"512",512,513,256,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"513",513,514,256.5,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"514",514,515,257,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"515",515,516,257.5,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"516",516,517,258,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"517",517,518,258.5,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"518",518,519,259,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"519",519,520,259.5,0,0,0,209,209,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"520",520,521,260,42,61,103,209,228,0.200956937799043,0.267543859649123,0.468500797448166,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"521",521,522,260.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"522",522,523,261,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"523",523,524,261.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"524",524,525,262,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"525",525,526,262.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"526",526,527,263,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"527",527,528,263.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"528",528,529,264,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"529",529,530,264.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"530",530,531,265,37,37,74,228,228,0.162280701754386,0.162280701754386,0.324561403508772,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"531",531,532,265.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"532",532,533,266,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"533",533,534,266.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"534",534,535,267,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"535",535,536,267.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"536",536,537,268,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"537",537,538,268.5,0,0,0,228,228,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"538",538,539,269,24,0,24,228,204,0.105263157894737,0,0.105263157894737,2,0.132340772852894,8,0,0.132340772852894
"539",539,540,269.5,0,0,0,204,204,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"540",540,541,270,0,0,0,204,204,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"541",541,542,270.5,0,0,0,204,204,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"542",542,543,271,0,0,0,204,204,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"543",543,544,271.5,0,0,0,204,204,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"544",544,545,272,0,0,0,204,204,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"545",545,546,272.5,16,68,84,204,256,0.0784313725490196,0.265625,0.34405637254902,5,0.0719591206446811,1,0.258493001811677,0.330452122456358
"546",546,547,273,0,0,0,256,256,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"547",547,548,273.5,0,0,0,256,256,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"548",548,549,274,0,0,0,256,256,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"549",549,550,274.5,0,0,0,256,256,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"550",550,551,275,0,0,0,256,256,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"551",551,552,275.5,33,24,57,256,247,0.12890625,0.097165991902834,0.226072241902834,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"552",552,553,276,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"553",553,554,276.5,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"554",554,555,277,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"555",555,556,277.5,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"556",556,557,278,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"557",557,558,278.5,0,0,0,247,247,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"558",558,559,279,25,19,44,247,241,0.101214574898785,0.0788381742738589,0.180052749172644,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"559",559,560,279.5,7,0,7,241,234,0.029045643153527,0,0.029045643153527,4,0.0269566795193272,5,4.03295753487198e-125,0.0269566795193272
"560",560,561,280,0,0,0,234,234,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"561",561,562,280.5,0,0,0,234,234,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"562",562,563,281,0,0,0,234,234,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"563",563,564,281.5,0,0,0,234,234,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"564",564,565,282,37,11,48,234,208,0.158119658119658,0.0528846153846154,0.211004273504274,2,0.132340772852894,3,0.0329385147723402,0.165279287625234
"565",565,566,282.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"566",566,567,283,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"567",567,568,283.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"568",568,569,284,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"569",569,570,284.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"570",570,571,285,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"571",571,572,285.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"572",572,573,286,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"573",573,574,286.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"574",574,575,287,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"575",575,576,287.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"576",576,577,288,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"577",577,578,288.5,0,0,0,208,208,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"578",578,579,289,14,5,19,208,199,0.0673076923076923,0.0251256281407035,0.0924333204483958,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"579",579,580,289.5,0,0,0,199,199,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"580",580,581,290,0,28,28,199,227,0,0.123348017621145,0.123348017621145,3,7.02455010011378e-44,6,0.0989071361694721,0.0989071361694721
"581",581,582,290.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"582",582,583,291,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"583",583,584,291.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"584",584,585,292,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"585",585,586,292.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"586",586,587,293,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"587",587,588,293.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"588",588,589,294,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"589",589,590,294.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"590",590,591,295,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"591",591,592,295.5,30,22,52,227,219,0.13215859030837,0.100456621004566,0.232615211312936,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"592",592,593,296,0,0,0,219,219,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"593",593,594,296.5,0,0,0,219,219,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"594",594,595,297,7,4,11,219,216,0.0319634703196347,0.0185185185185185,0.0504819888381532,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"595",595,596,297.5,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"596",596,597,298,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"597",597,598,298.5,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"598",598,599,299,58,26,84,216,184,0.268518518518519,0.141304347826087,0.409822866344606,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"599",599,600,299.5,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"600",600,601,300,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"601",601,602,300.5,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"602",602,603,301,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"603",603,604,301.5,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"604",604,605,302,0,0,0,184,184,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"605",605,606,302.5,0,32,32,184,216,0,0.148148148148148,0.148148148148148,3,7.02455010011378e-44,6,0.0989071361694721,0.0989071361694721
"606",606,607,303,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"607",607,608,303.5,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"608",608,609,304,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"609",609,610,304.5,0,0,0,216,216,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"610",610,611,305,15,34,49,216,235,0.0694444444444444,0.14468085106383,0.214125295508274,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"611",611,612,305.5,0,0,0,235,235,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"612",612,613,306,0,0,0,235,235,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"613",613,614,306.5,0,0,0,235,235,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"614",614,615,307,0,69,69,235,304,0,0.226973684210526,0.226973684210526,6,0.000195223214584221,1,0.258493001811677,0.258688225026261
"615",615,616,307.5,40,0,40,304,264,0.131578947368421,0,0.131578947368421,2,0.132340772852894,8,0,0.132340772852894
"616",616,617,308,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"617",617,618,308.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"618",618,619,309,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"619",619,620,309.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"620",620,621,310,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"621",621,622,310.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"622",622,623,311,64,24,88,264,224,0.242424242424242,0.107142857142857,0.3495670995671,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"623",623,624,311.5,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"624",624,625,312,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"625",625,626,312.5,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"626",626,627,313,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"627",627,628,313.5,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"628",628,629,314,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"629",629,630,314.5,0,0,0,224,224,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"630",630,631,315,31,33,64,224,226,0.138392857142857,0.146017699115044,0.284410556257901,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"631",631,632,315.5,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"632",632,633,316,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"633",633,634,316.5,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"634",634,635,317,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"635",635,636,317.5,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"636",636,637,318,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"637",637,638,318.5,0,0,0,226,226,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"638",638,639,319,22,17,39,226,221,0.0973451327433628,0.0769230769230769,0.17426820966644,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"639",639,640,319.5,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"640",640,641,320,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"641",641,642,320.5,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"642",642,643,321,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"643",643,644,321.5,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"644",644,645,322,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"645",645,646,322.5,0,0,0,221,221,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"646",646,647,323,53,55,108,221,223,0.239819004524887,0.246636771300448,0.486455775825335,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"647",647,648,323.5,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"648",648,649,324,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"649",649,650,324.5,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"650",650,651,325,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"651",651,652,325.5,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"652",652,653,326,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"653",653,654,326.5,0,0,0,223,223,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"654",654,655,327,11,74,85,223,286,0.0493273542600897,0.258741258741259,0.308068613001348,5,0.0719591206446811,1,0.258493001811677,0.330452122456358
"655",655,656,327.5,0,0,0,286,286,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"656",656,657,328,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"657",657,658,328.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"658",658,659,329,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"659",659,660,329.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"660",660,661,330,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"661",661,662,330.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"662",662,663,331,62,48,110,286,272,0.216783216783217,0.176470588235294,0.393253805018511,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"663",663,664,331.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"664",664,665,332,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"665",665,666,332.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"666",666,667,333,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"667",667,668,333.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"668",668,669,334,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"669",669,670,334.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"670",670,671,335,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"671",671,672,335.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"672",672,673,336,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"673",673,674,336.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"674",674,675,337,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"675",675,676,337.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"676",676,677,338,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
