"","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability","raw.turnover.probability"
"1322",132.099999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1323",132.199999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1324",132.299999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1325",132.399999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1326",132.499999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1327",132.599999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1328",132.699999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1329",132.799999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1330",132.899999999997,0,0,0,494,494,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1331",132.999999999997,0,0,0,494,494,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1332",133.099999999997,14,10,24,494,490,0.0283400809716599,0.0204081632653061,2,0.0382449778261186,2,0.0241217189738796,0.0623666967999982,0.048748244236966
"1333",133.199999999997,0,0,0,490,490,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1334",133.299999999997,0,0,0,490,490,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1335",133.399999999997,0,0,0,490,490,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1336",133.499999999997,0,0,0,490,490,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1337",133.599999999997,0,0,0,490,490,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1338",133.699999999997,0,0,0,490,490,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1339",133.799999999997,0,0,0,490,490,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1340",133.899999999997,31,29,60,490,488,0.063265306122449,0.0594262295081967,2,0.0382449778261186,3,0.0943959078005308,0.132640885626649,0.122691535630646
"1341",133.999999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1342",134.099999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1343",134.199999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1344",134.299999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1345",134.399999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1346",134.499999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1347",134.599999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1348",134.699999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1349",134.799999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1350",134.899999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1351",134.999999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1352",135.099999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1353",135.199999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1354",135.299999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1355",135.399999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1356",135.499999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1357",135.599999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1358",135.699999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1359",135.799999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1360",135.899999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1361",135.999999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1362",136.099999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1363",136.199999999997,0,0,0,488,488,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1364",136.299999999997,0,0,0,488,488,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1365",136.399999999997,15,12,27,488,485,0.0307377049180328,0.0247422680412371,2,0.0382449778261186,2,0.0241217189738796,0.0623666967999982,0.0554799729592699
"1366",136.499999999997,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1367",136.599999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1368",136.699999999997,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1369",136.799999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1370",136.899999999997,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1371",136.999999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1372",137.099999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1373",137.199999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1374",137.299999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1375",137.399999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1376",137.499999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1377",137.599999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1378",137.699999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1379",137.799999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1380",137.899999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1381",137.999999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1382",138.099999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1383",138.199999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1384",138.299999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1385",138.399999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1386",138.499999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1387",138.599999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1388",138.699999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1389",138.799999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1390",138.899999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1391",138.999999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1392",139.099999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1393",139.199999999996,0,0,0,485,485,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1394",139.299999999996,0,0,0,485,485,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1395",139.399999999996,34,26,60,485,477,0.0701030927835052,0.0545073375262055,5,0.111818565405977,3,0.0943959078005308,0.206214473206508,0.124610430309711
"1396",139.499999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1397",139.599999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1398",139.699999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1399",139.799999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1400",139.899999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1401",139.999999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1402",140.099999999996,0,0,0,477,477,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1403",140.199999999996,1,0,1,477,476,0.00209643605870021,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0.00209643605870021
"1404",140.299999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1405",140.399999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1406",140.499999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1407",140.599999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1408",140.699999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1409",140.799999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1410",140.899999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1411",140.999999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1412",141.099999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1413",141.199999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1414",141.299999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1415",141.399999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1416",141.499999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1417",141.599999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1418",141.699999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1419",141.799999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1420",141.899999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1421",141.999999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1422",142.099999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1423",142.199999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1424",142.299999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1425",142.399999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1426",142.499999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1427",142.599999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1428",142.699999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1429",142.799999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1430",142.899999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1431",142.999999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1432",143.099999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1433",143.199999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1434",143.299999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1435",143.399999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1436",143.499999999996,0,0,0,476,476,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1437",143.599999999996,10,4,14,476,470,0.0210084033613445,0.00851063829787234,2,0.0382449778261186,2,0.0241217189738796,0.0623666967999982,0.0295190416592169
"1438",143.699999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1439",143.799999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1440",143.899999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1441",143.999999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1442",144.099999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1443",144.199999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1444",144.299999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1445",144.399999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1446",144.499999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1447",144.599999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1448",144.699999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1449",144.799999999996,0,0,0,470,470,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1450",144.899999999996,0,0,0,470,470,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1451",144.999999999996,67,65,132,470,468,0.142553191489362,0.138888888888889,5,0.111818565405977,3,0.0943959078005308,0.206214473206508,0.281442080378251
"1452",145.099999999996,0,0,0,468,468,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1453",145.199999999996,0,0,0,468,468,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1454",145.299999999996,0,0,0,468,468,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1455",145.399999999996,0,0,0,468,468,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1456",145.499999999996,2,0,2,468,466,0.00427350427350427,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0.00427350427350427
"1457",145.599999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1458",145.699999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1459",145.799999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1460",145.899999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1461",145.999999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1462",146.099999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1463",146.199999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1464",146.299999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1465",146.399999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1466",146.499999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1467",146.599999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1468",146.699999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1469",146.799999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1470",146.899999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1471",146.999999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1472",147.099999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1473",147.199999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1474",147.299999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1475",147.399999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1476",147.499999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1477",147.599999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1478",147.699999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1479",147.799999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1480",147.899999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1481",147.999999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1482",148.099999999996,0,0,0,466,466,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1483",148.199999999996,1,0,1,466,465,0.00214592274678112,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0.00214592274678112
"1484",148.299999999996,0,0,0,465,465,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1485",148.399999999996,0,0,0,465,465,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1486",148.499999999996,29,45,74,465,481,0.0623655913978495,0.0935550935550936,2,0.0382449778261186,3,0.0943959078005308,0.132640885626649,0.155920684952943
"1487",148.599999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1488",148.699999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1489",148.799999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1490",148.899999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1491",148.999999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1492",149.099999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1493",149.199999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1494",149.299999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1495",149.399999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1496",149.499999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1497",149.599999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1498",149.699999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1499",149.799999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1500",149.899999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1501",149.999999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1502",150.099999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1503",150.199999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1504",150.299999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1505",150.399999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1506",150.499999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1507",150.599999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1508",150.699999999996,0,0,0,481,481,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1509",150.799999999996,1,0,1,481,480,0.00207900207900208,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0.00207900207900208
"1510",150.899999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1511",150.999999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1512",151.099999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1513",151.199999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1514",151.299999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1515",151.399999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1516",151.499999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1517",151.599999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1518",151.699999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1519",151.799999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1520",151.899999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
"1521",151.999999999996,0,0,0,480,480,0,0,3,3.70224524472115e-05,4,5.98912062592184e-38,3.70224524472115e-05,0
"1522",152.099999999996,62,43,105,480,461,0.129166666666667,0.0932754880694143,5,0.111818565405977,3,0.0943959078005308,0.206214473206508,0.222442154736081
"1523",152.199999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1524",152.299999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1525",152.399999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1526",152.499999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1527",152.599999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1528",152.699999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1529",152.799999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1530",152.899999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1531",152.999999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1532",153.099999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1533",153.199999999996,0,0,0,461,461,0,0,4,2.07991163519051e-61,5,1.36186189387746e-06,1.36186189387746e-06,0
"1534",153.299999999996,1,0,1,461,460,0.00216919739696312,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0.00216919739696312
"1535",153.399999999996,0,0,0,460,460,0,0,3,3.70224524472115e-05,5,1.36186189387746e-06,3.8384314341089e-05,0
