"","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability"
"220",21.9,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"221",22,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"222",22.1,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"223",22.2,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"224",22.3000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"225",22.4000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"226",22.5000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"227",22.6000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"228",22.7000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"229",22.8000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"230",22.9000000000001,0,0,0,677,677,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"231",23.0000000000001,83,49,132,677,643,0.122599704579025,0.0762052877138414,0.198804992292866,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"232",23.1000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"233",23.2000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"234",23.3000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"235",23.4000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"236",23.5000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"237",23.6000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"238",23.7000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"239",23.8000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"240",23.9000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"241",24.0000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"242",24.1000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"243",24.2000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"244",24.3000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"245",24.4000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"246",24.5000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"247",24.6000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"248",24.7000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"249",24.8000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"250",24.9000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"251",25.0000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"252",25.1000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"253",25.2000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"254",25.3000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"255",25.4000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"256",25.5000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"257",25.6000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"258",25.7000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"259",25.8000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"260",25.9000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"261",26.0000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"262",26.1000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"263",26.2000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"264",26.3000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"265",26.4000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"266",26.5000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"267",26.6000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"268",26.7000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"269",26.8000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"270",26.9000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"271",27.0000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"272",27.1000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"273",27.2000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"274",27.3000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"275",27.4000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"276",27.5000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"277",27.6000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"278",27.7000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"279",27.8000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"280",27.9000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"281",28.0000000000001,0,0,0,643,643,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"282",28.1000000000001,58,55,113,643,640,0.0902021772939347,0.0859375,0.176139677293935,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"283",28.2000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"284",28.3000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"285",28.4000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"286",28.5000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"287",28.6000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"288",28.7000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"289",28.8000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"290",28.9000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"291",29.0000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"292",29.1000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"293",29.2000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"294",29.3000000000001,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"295",29.4000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"296",29.5000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"297",29.6000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"298",29.7000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"299",29.8000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"300",29.9000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"301",30.0000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"302",30.1000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"303",30.2000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"304",30.3000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"305",30.4000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"306",30.5000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"307",30.6000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"308",30.7000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"309",30.8000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"310",30.9000000000002,0,0,0,640,640,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"311",31.0000000000002,6,0,6,640,634,0.009375,0,0.009375,3,0.0113684239900045,1,2.39177671123051e-06,0.0113708157667157
"312",31.1000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"313",31.2000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"314",31.3000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"315",31.4000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"316",31.5000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"317",31.6000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"318",31.7000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"319",31.8000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"320",31.9000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"321",32.0000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"322",32.1000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"323",32.2000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"324",32.3000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"325",32.4000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"326",32.5000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"327",32.6000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"328",32.7000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"329",32.8000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"330",32.9000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"331",33.0000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"332",33.1000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"333",33.2000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"334",33.3000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"335",33.4000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"336",33.5000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"337",33.6000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"338",33.7000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"339",33.8000000000002,0,0,0,634,634,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"340",33.9000000000002,70,74,144,634,638,0.110410094637224,0.115987460815047,0.226397555452271,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"341",34.0000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"342",34.1000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"343",34.2000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"344",34.3000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"345",34.4000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"346",34.5000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"347",34.6000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"348",34.7000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"349",34.8000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"350",34.9000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"351",35.0000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"352",35.1000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"353",35.2000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"354",35.3000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"355",35.4000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"356",35.5000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"357",35.6000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"358",35.7000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"359",35.8000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"360",35.9000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"361",36.0000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"362",36.1000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"363",36.2000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"364",36.3000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"365",36.4000000000002,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"366",36.5000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"367",36.6000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"368",36.7000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"369",36.8000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"370",36.9000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"371",37.0000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"372",37.1000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"373",37.2000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"374",37.3000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"375",37.4000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"376",37.5000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"377",37.6000000000003,0,0,0,638,638,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"378",37.7000000000003,68,47,115,638,617,0.106583072100313,0.0761750405186386,0.182758112618952,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"379",37.8000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"380",37.9000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"381",38.0000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"382",38.1000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"383",38.2000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"384",38.3000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"385",38.4000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"386",38.5000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"387",38.6000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"388",38.7000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"389",38.8000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"390",38.9000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"391",39.0000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"392",39.1000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"393",39.2000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"394",39.3000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"395",39.4000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"396",39.5000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"397",39.6000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"398",39.7000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"399",39.8000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"400",39.9000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"401",40.0000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"402",40.1000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"403",40.2000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"404",40.3000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"405",40.4000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"406",40.5000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"407",40.6000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"408",40.7000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"409",40.8000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"410",40.9000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"411",41.0000000000003,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"412",41.1000000000003,33,48,81,617,632,0.053484602917342,0.0759493670886076,0.12943397000595,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"413",41.2000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"414",41.3000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"415",41.4000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"416",41.5000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"417",41.6000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"418",41.7000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"419",41.8000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"420",41.9000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"421",42.0000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"422",42.1000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"423",42.2000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"424",42.3000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"425",42.4000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"426",42.5000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"427",42.6000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"428",42.7000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"429",42.8000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"430",42.9000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"431",43.0000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"432",43.1000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"433",43.2000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"434",43.3000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"435",43.4000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
