#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
1617209|2005-09-07T19:34:20.270000|42.027|19.041|12.5|BULLETIN-SISPICK||||ML|3.1|--|Costa Montenegro (MONTENEGRO)
1617219|2005-09-07T20:07:13.530000|42.546|13.207|12.5|BULLETIN-SISPICK||||ML|1.5|--|4 km NW Montereale (AQ)
1617229|2005-09-08T01:25:15.400000|43.69|13.183|12.5|BULLETIN-SISPICK||||ML|1.8|--|4 km SW Senigallia (AN)
1617239|2005-09-08T01:39:21.640000|43.697|13.212|9.9|BULLETIN-SISPICK||||Md|1.9|--|2 km S Senigallia (AN)
1617249|2005-09-08T01:47:18.840000|39.607|20.475|12.5|BULLETIN-SISPICK||||ML|2.9|--|Greece [Land]
1617259|2005-09-08T03:24:22.830000|43.677|13.162|9.4|BULLETIN-SISPICK||||ML|1.4|--|4 km E Trecastelli (AN)
1617269|2005-09-08T03:31:18.600000|37.414|14.499|9.7|BULLETIN-SISPICK||||ML|2.0|--|4 km E Aidone (EN)
1617289|2005-09-08T07:49:53.820000|43.177|11.099|9.4|BULLETIN-SISPICK||||ML|2.0|--|2 km NE Chiusdino (SI)
1617299|2005-09-08T09:51:08.390000|44.27|7.48|12.5|BULLETIN-SISPICK||||Md|2.2|--|2 km E Roaschia (CN)
1617309|2005-09-08T10:01:17.880000|41.38|14.617|5.0|BULLETIN-SISPICK||||ML|1.8|--|3 km S Sepino (CB)
1617319|2005-09-08T11:08:01.430000|40.568|17.179|5.0|BULLETIN-SISPICK||||ML|1.5|--|2 km W Statte (TA)
1617329|2005-09-08T11:27:17.770000|46.008|6.959|2.4|BULLETIN-SISPICK||||Mw|4.2|--|V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)
1617339|2005-09-08T11:53:10.070000|45.992|6.944|5.0|BULLETIN-SISPICK||||ML|2.6|--|V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)
1617349|2005-09-08T14:10:02.040000|46.01|6.956|5.0|BULLETIN-SISPICK||||ML|2.7|--|V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)
1617359|2005-09-08T20:51:18.740000|45.865|12.131|12.5|BULLETIN-SISPICK||||ML|2.0|--|1 km S Sernaglia della Battaglia (TV)
1617379|2005-09-09T10:16:39.940000|40.527|17.221|12.5|BULLETIN-SISPICK||||ML|1.4|--|4 km SE Statte (TA)
1617389|2005-09-09T12:29:36.730000|42.568|13.141|12.5|BULLETIN-SISPICK||||ML|1.7|--|6 km S Cittareale (RI)
1617399|2005-09-09T12:45:16.410000|44.979|6.555|12.5|BULLETIN-SISPICK||||ML|3.0|--|Confine Italia-Francia (FRANCIA)
1617409|2005-09-09T14:07:28.180000|39.117|16.08|39.7|BULLETIN-SISPICK||||ML|1.8|--|2 km S Amantea (CS)
1617419|2005-09-10T00:48:59.390000|38.124|16.25|12.5|BULLETIN-SISPICK||||ML|1.7|--|Costa Calabra sud-orientale (Reggio di Calabria)
1617449|2005-09-10T12:33:19.190000|44.571|6.854|12.5|BULLETIN-SISPICK||||ML|2.4|--|Confine Italia-Francia (FRANCIA)
1617459|2005-09-10T13:25:28.400000|44.622|6.922|10.0|BULLETIN-SISPICK||||ML|3.1|--|Confine Italia-Francia (FRANCIA)
1617469|2005-09-10T14:39:21.670000|42.75|13.191|7.8|BULLETIN-SISPICK||||ML|1.3|--|8 km NW Accumoli (RI)
1617479|2005-09-10T15:10:52.720000|44.417|7.361|5.0|BULLETIN-SISPICK||||Md|2.2|--|2 km W Valgrana (CN)
1617489|2005-09-10T15:27:06.340000|39.464|16.414|12.5|BULLETIN-SISPICK||||ML|3.2|--|4 km SE Acri (CS)
1617499|2005-09-10T16:19:25.560000|41.589|14.344|12.5|BULLETIN-SISPICK||||ML|1.4|--|2 km E Carpinone (IS)
1617509|2005-09-10T16:30:43.550000|44.553|6.847|5.0|BULLETIN-SISPICK||||ML|1.9|--|Confine Italia-Francia (FRANCIA)
1617529|2005-09-10T20:21:51.920000|44.012|10.804|43.9|BULLETIN-SISPICK||||Md|1.8|--|3 km SE Piteglio (PT)
1617539|2005-09-10T22:43:13.570000|38.919|16.769|13.2|BULLETIN-SISPICK||||ML|1.5|--|3 km NE Sellia Marina (CZ)
1617549|2005-09-10T22:48:59.460000|43.217|12.574|9.9|BULLETIN-SISPICK||||ML|1.5|--|7 km NW Valfabbrica (PG)
1617559|2005-09-11T00:12:12.710000|43.217|12.566|12.5|BULLETIN-SISPICK||||ML|1.8|--|7 km NW Valfabbrica (PG)
1617569|2005-09-11T02:27:34.350000|43.473|12.528|9.9|BULLETIN-SISPICK||||ML|1.1|--|8 km E Pietralunga (PG)
1617579|2005-09-11T03:25:54.610000|43.463|12.748|44.3|BULLETIN-SISPICK||||ML|2.0|--|4 km SW Serra Sant'Abbondio (PU)
1617589|2005-09-11T04:01:27.740000|43.68|13.027|39.5|BULLETIN-SISPICK||||ML|1.4|--|2 km SW Monte Porzio (PU)
1617599|2005-09-11T07:12:58.300000|43.517|12.643|10.1|BULLETIN-SISPICK||||ML|1.3|--|3 km S Cagli (PU)
1617619|2005-09-11T13:41:07.340000|43.74|12.056|1.6|BULLETIN-SISPICK||||ML|1.1|--|7 km SE Verghereto (FC)
1617629|2005-09-11T13:44:50.850000|43.723|12.007|12.5|BULLETIN-SISPICK||||ML|1.0|--|6 km E Chiusi della Verna (AR)
1617639|2005-09-11T13:52:49.480000|43.739|12.046|7.5|BULLETIN-SISPICK||||ML|0.8|--|7 km SE Verghereto (FC)
1617649|2005-09-12T04:06:48.900000|41.089|14.994|12.5|BULLETIN-SISPICK||||ML|1.2|--|2 km SW Bonito (AV)
1617659|2005-09-12T04:37:44.410000|42.937|12.783|8.4|BULLETIN-SISPICK||||ML|1.4|--|7 km E Foligno (PG)
1617669|2005-09-12T05:35:14.280000|41.666|13.968|13.9|BULLETIN-SISPICK||||ML|2.2|--|6 km W Pizzone (IS)
1617679|2005-09-12T10:42:09.630000|43.613|11.807|12.5|BULLETIN-SISPICK||||ML|1.5|--|2 km NE Talla (AR)
1617689|2005-09-12T10:49:29.380000|40.891|16.719|12.5|BULLETIN-SISPICK||||ML|1.6|--|5 km W Cassano delle Murge (BA)
1617699|2005-09-12T15:48:12.290000|42.906|12.878|5.0|BULLETIN-SISPICK||||Md|2.2|--|4 km W Sellano (PG)
1617729|2005-09-12T20:50:11.250000|43.883|11.984|5.0|BULLETIN-SISPICK||||ML|0.8|--|3 km N Bagno di Romagna (FC)
1617739|2005-09-12T21:30:50.760000|38.906|20.184|12.5|BULLETIN-SISPICK||||ML|4.6|--|Costa Greca Ionica (GRECIA)
1617749|2005-09-12T21:34:26.070000|44.568|10.099|25.1|BULLETIN-SISPICK||||ML|3.2|--|4 km SW Calestano (PR)
1617759|2005-09-12T21:46:39.410000|44.512|10.102|12.5|BULLETIN-SISPICK||||ML|1.7|--|4 km N Corniglio (PR)
1617769|2005-09-12T22:21:34.420000|38.868|20.236|12.5|BULLETIN-SISPICK||||ML|3.1|--|Costa Greca Ionica (GRECIA)
1617779|2005-09-12T23:41:30.300000|42.878|13.489|5.0|BULLETIN-SISPICK||||ML|1.2|--|1 km SW Venarotta (AP)
1617789|2005-09-13T01:13:10.290000|41.727|13.86|2.0|BULLETIN-SISPICK||||ML|1.2|--|4 km E San Donato Val di Comino (FR)
1617799|2005-09-13T04:41:12.260000|37.989|20.675|12.5|BULLETIN-SISPICK||||ML|4.5|--|Costa Greca Ionica (GRECIA)
1617809|2005-09-13T09:12:09.880000|38.826|15.814|9.9|BULLETIN-SISPICK||||ML|2.6|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
1617819|2005-09-13T11:29:45.070000|41.97|13.006|19.4|BULLETIN-SISPICK||||ML|2.0|--|2 km NW Rocca Canterano (RM)
1617829|2005-09-13T12:36:14.870000|44.282|11.279|10.0|BULLETIN-SISPICK||||ML|1.3|--|1 km NE Monzuno (BO)
1617839|2005-09-13T14:06:57.030000|43.899|10.849|52.4|BULLETIN-SISPICK||||ML|1.6|--|2 km SE Serravalle Pistoiese (PT)
1617869|2005-09-13T19:03:18.890000|43.081|13.366|8.6|BULLETIN-SISPICK||||ML|2.5|--|3 km NE Gualdo (MC)
1617889|2005-09-14T00:45:33.600000|40.67|15.37|16.7|BULLETIN-SISPICK||||Md|1.9|--|3 km NW San Gregorio Magno (SA)
1617899|2005-09-14T05:50:44.700000|38.432|13.743|6.9|BULLETIN-SISPICK||||ML|2.8|--|Tirreno Meridionale (MARE)
1617909|2005-09-14T05:58:29.240000|43.381|13.021|7.2|BULLETIN-SISPICK||||ML|1.8|--|5 km W Poggio San Vicino (MC)
1617919|2005-09-14T07:56:28.180000|42.347|13.193|12.5|BULLETIN-SISPICK||||ML|2.1|--|6 km W Scoppito (AQ)
1617939|2005-09-14T09:33:23.000000|43.336|13.238|7.6|BULLETIN-SISPICK||||ML|2.0|--|5 km SE Cingoli (MC)
1617949|2005-09-14T10:05:31.710000|43.342|13.216|6.4|BULLETIN-SISPICK||||ML|2.0|--|4 km S Cingoli (MC)
1617959|2005-09-14T10:43:24.240000|42.977|18.02|12.5|BULLETIN-SISPICK||||ML|3.1|--|Bosnia and Herz. [Land]
1617969|2005-09-14T11:04:47.720000|40.538|17.221|9.3|BULLETIN-SISPICK||||ML|1.8|--|3 km SE Statte (TA)
1617979|2005-09-14T11:23:25.030000|40.935|16.667|10.0|BULLETIN-SISPICK||||ML|1.8|--|7 km S Toritto (BA)
1617999|2005-09-14T15:28:13.630000|37.75|14.458|23.9|BULLETIN-SISPICK||||ML|2.9|--|5 km E Nicosia (EN)
1618009|2005-09-14T18:33:08.880000|37.737|14.949|26.8|BULLETIN-SISPICK||||ML|2.3|--|12 km SE Bronte (CT)
1618029|2005-09-14T21:20:55.030000|43.016|13.507|26.6|BULLETIN-SISPICK||||ML|1.9|--|1 km SE Santa Vittoria in Matenano (FM)
1618039|2005-09-14T22:19:42.210000|43.279|13.139|13.9|BULLETIN-SISPICK||||ML|1.3|--|6 km NW San Severino Marche (MC)
1618049|2005-09-15T01:03:43.840000|41.703|12.975|9.8|BULLETIN-SISPICK||||ML|2.2|--|4 km SW Colleferro (RM)
1618059|2005-09-15T01:52:11.230000|40.771|15.288|15.2|BULLETIN-SISPICK||||Md|1.8|--|2 km SW Laviano (SA)
1618069|2005-09-15T02:53:06.760000|42.753|12.866|12.5|BULLETIN-SISPICK||||ML|1.2|--|2 km S Vallo di Nera (PG)
1618079|2005-09-15T03:30:24.630000|39.729|20.65|12.5|BULLETIN-SISPICK||||ML|3.6|--|Greece [Land]
1618089|2005-09-15T08:47:50.200000|43.062|12.909|20.9|BULLETIN-SISPICK||||ML|2.9|--|4 km W Serravalle di Chienti (MC)
1618099|2005-09-15T10:05:52.360000|41.996|13.181|5.0|BULLETIN-SISPICK||||ML|1.8|--|6 km E Camerata Nuova (RM)
1618109|2005-09-15T10:40:11.480000|43.628|11.857|17.4|BULLETIN-SISPICK||||ML|1.0|--|3 km SE Castel Focognano (AR)
1618119|2005-09-15T21:44:31.810000|42.459|13.252|12.5|BULLETIN-SISPICK||||ML|1.6|--|2 km E Cagnano Amiterno (AQ)
1618129|2005-09-15T23:32:41.760000|42.753|13.185|11.2|BULLETIN-SISPICK||||ML|1.2|--|8 km NW Accumoli (RI)
1618169|2005-09-16T03:30:38.190000|43.722|12.201|17.4|BULLETIN-SISPICK||||ML|1.6|--|2 km NE Badia Tedalda (AR)
1618189|2005-09-16T08:43:25.050000|44.104|10.886|10.0|BULLETIN-SISPICK||||ML|2.1|--|7 km S Lizzano in Belvedere (BO)
1618199|2005-09-16T08:45:38.900000|44.097|10.889|9.3|BULLETIN-SISPICK||||ML|2.2|--|7 km S Lizzano in Belvedere (BO)
1618209|2005-09-16T08:49:46.380000|44.087|10.907|12.9|BULLETIN-SISPICK||||ML|1.8|--|8 km W Sambuca Pistoiese (PT)
1618219|2005-09-16T09:03:06.050000|40.891|16.704|12.5|BULLETIN-SISPICK||||ML|1.6|--|6 km W Cassano delle Murge (BA)
1618229|2005-09-16T09:52:19.710000|43.467|13.029|12.5|BULLETIN-SISPICK||||ML|0.7|--|1 km SW Mergo (AN)
1618249|2005-09-16T10:34:21.030000|43.145|12.529|9.5|BULLETIN-SISPICK||||ML|1.4|--|6 km W Valfabbrica (PG)
1618259|2005-09-16T10:50:07.400000|43.154|12.528|10.0|BULLETIN-SISPICK||||ML|1.3|--|6 km W Valfabbrica (PG)
1618279|2005-09-16T16:16:27.170000|42.46|13.274|14.8|BULLETIN-SISPICK||||ML|1.8|--|1 km NW Barete (AQ)
1618289|2005-09-16T16:18:48.440000|43.336|13.267|6.9|BULLETIN-SISPICK||||ML|2.1|--|5 km NW Treia (MC)
1618299|2005-09-16T16:33:53.760000|42.502|12.936|2.9|BULLETIN-SISPICK||||ML|1.3|--|4 km E Poggio Bustone (RI)
1618309|2005-09-16T16:58:09.020000|43.316|13.29|2.0|BULLETIN-SISPICK||||ML|1.7|--|2 km W Treia (MC)
1618319|2005-09-16T21:31:29.220000|40.587|19.871|7.6|BULLETIN-SISPICK||||ML|3.4|--|Albania
1618329|2005-09-16T22:23:14.140000|41.397|13.854|9.9|BULLETIN-SISPICK||||ML|1.4|--|1 km W Sant'Ambrogio sul Garigliano (FR)
1618339|2005-09-17T00:44:25.860000|40.64|15.529|14.3|BULLETIN-SISPICK||||ML|2.1|--|2 km SE Balvano (PZ)
1618349|2005-09-17T01:15:32.370000|41.667|14.83|20.9|BULLETIN-SISPICK||||ML|1.7|--|3 km SE Ripabottoni (CB)
1618359|2005-09-17T06:38:28.420000|38.342|15.873|13.6|BULLETIN-SISPICK||||ML|2.4|--|1 km N Seminara (RC)
1618369|2005-09-17T07:53:17.880000|46.921|10.691|8.5|BULLETIN-SISPICK||||ML|1.0|--|Confine Italia-Austria (AUSTRIA)
1618379|2005-09-17T10:21:02.650000|43.024|13.076|9.7|BULLETIN-SISPICK||||Md|2.0|--|2 km SW Fiordimonte (MC)
1618399|2005-09-17T17:05:06.570000|42.653|12.489|8.7|BULLETIN-SISPICK||||ML|1.5|--|N Montecastrilli (TR)
1618409|2005-09-17T17:16:37.500000|37.817|15.534|26.3|BULLETIN-SISPICK||||ML|1.8|--|Stretto di Messina (Reggio di Calabria, Messina)
1618419|2005-09-17T18:43:52.760000|41.243|19.86|12.5|BULLETIN-SISPICK||||ML|3.1|--|Costa Albanese settentrionale (ALBANIA)
1618439|2005-09-18T00:44:16.630000|43.8|12.436|17.1|BULLETIN-SISPICK||||ML|1.4|--|1 km SW Macerata Feltria (PU)
1618449|2005-09-18T02:49:09.100000|42.868|13.039|9.4|BULLETIN-SISPICK||||ML|1.5|--|1 km S Preci (PG)
1618469|2005-09-18T04:54:00.580000|40.76|18.509|12.5|BULLETIN-SISPICK||||Md|3.1|--|Adriatico Meridionale (MARE)
1618479|2005-09-18T05:02:14.970000|46.355|13.276|17.1|BULLETIN-SISPICK||||ML|1.6|--|3 km SW Resia (UD)
1618489|2005-09-18T07:01:24.770000|42.66|12.439|9.7|BULLETIN-SISPICK||||ML|1.5|--|1 km E Avigliano Umbro (TR)
1618499|2005-09-18T10:36:33.600000|43.804|12.433|17.2|BULLETIN-SISPICK||||Md|2.0|--|1 km W Macerata Feltria (PU)
1618509|2005-09-18T15:27:01.520000|43.793|12.43|15.7|BULLETIN-SISPICK||||ML|2.9|--|2 km SW Macerata Feltria (PU)
1618519|2005-09-18T18:06:26.240000|43.107|12.71|5.0|BULLETIN-SISPICK||||ML|1.9|--|6 km NW Valtopina (PG)
1618529|2005-09-18T18:19:17.070000|37.304|20.231|12.5|BULLETIN-SISPICK||||ML|3.9|--|Mar Ionio Meridionale (MARE)
1618539|2005-09-18T20:30:38.630000|43.804|12.439|21.0|BULLETIN-SISPICK||||ML|2.0|--|W Macerata Feltria (PU)
1618549|2005-09-18T21:01:37.850000|42.801|12.92|10.1|BULLETIN-SISPICK||||ML|1.6|--|2 km S Cerreto di Spoleto (PG)
1618559|2005-09-18T21:31:11.750000|43.797|12.431|19.1|BULLETIN-SISPICK||||ML|2.4|--|1 km SW Macerata Feltria (PU)
1618569|2005-09-18T21:54:20.970000|43.799|12.428|19.6|BULLETIN-SISPICK||||ML|3.1|--|1 km W Macerata Feltria (PU)
1618579|2005-09-18T21:57:16.410000|43.808|12.442|23.0|BULLETIN-SISPICK||||Md|2.0|--|NW Macerata Feltria (PU)
1618589|2005-09-19T00:50:09.750000|43.804|12.433|19.6|BULLETIN-SISPICK||||ML|2.4|--|1 km W Macerata Feltria (PU)
1618599|2005-09-19T02:07:02.820000|43.796|12.435|20.2|BULLETIN-SISPICK||||Md|1.8|--|1 km SW Macerata Feltria (PU)
1618609|2005-09-19T02:59:31.640000|43.812|12.443|24.2|BULLETIN-SISPICK||||ML|1.8|--|1 km N Macerata Feltria (PU)
1618619|2005-09-19T03:39:31.360000|43.806|12.431|23.7|BULLETIN-SISPICK||||ML|2.1|--|1 km W Macerata Feltria (PU)
1618629|2005-09-19T04:54:12.460000|43.795|12.45|24.8|BULLETIN-SISPICK||||ML|1.4|--|1 km SE Macerata Feltria (PU)
1618639|2005-09-19T04:57:20.640000|43.808|12.433|22.5|BULLETIN-SISPICK||||ML|2.4|--|1 km W Macerata Feltria (PU)
1618649|2005-09-19T05:27:03.210000|43.805|12.43|21.1|BULLETIN-SISPICK||||ML|2.2|--|1 km W Macerata Feltria (PU)
1618659|2005-09-19T09:39:00.050000|44.269|7.484|9.2|BULLETIN-SISPICK||||Md|2.1|--|2 km E Roaschia (CN)
1618669|2005-09-19T10:03:53.070000|43.766|12.444|5.4|BULLETIN-SISPICK||||ML|1.7|--|4 km N Lunano (PU)
1618679|2005-09-19T14:25:11.390000|43.274|12.874|13.5|BULLETIN-SISPICK||||ML|1.7|--|6 km W Esanatoglia (MC)
1618689|2005-09-19T15:44:32.900000|41.933|15.26|8.3|BULLETIN-SISPICK||||ML|2.0|--|Costa Garganica (Foggia)
1618699|2005-09-19T19:49:47.390000|43.794|12.432|18.9|BULLETIN-SISPICK||||ML|1.8|--|1 km SW Macerata Feltria (PU)
1618709|2005-09-19T19:50:15.080000|43.796|12.41|18.7|BULLETIN-SISPICK||||ML|1.8|--|3 km E Pietrarubbia (PU)
1618719|2005-09-19T22:17:11.350000|37.768|20.815|12.5|BULLETIN-SISPICK||||ML|4.9|--|Costa Greca Ionica (GRECIA)
1618739|2005-09-20T00:13:54.330000|43.757|12.455|4.2|BULLETIN-SISPICK||||ML|1.3|--|3 km NE Lunano (PU)
1618759|2005-09-20T06:49:05.040000|43.807|12.43|16.5|BULLETIN-SISPICK||||ML|1.5|--|1 km W Macerata Feltria (PU)
1618769|2005-09-20T07:46:36.880000|42.506|13.197|16.5|BULLETIN-SISPICK||||ML|3.2|--|5 km W Montereale (AQ)
1618779|2005-09-20T07:51:47.230000|42.514|13.192|15.4|BULLETIN-SISPICK||||ML|2.1|--|5 km W Montereale (AQ)
1618789|2005-09-20T09:47:26.820000|42.542|13.207|11.4|BULLETIN-SISPICK||||ML|1.1|--|4 km NW Montereale (AQ)
1618799|2005-09-20T09:50:09.300000|43.798|12.429|20.0|BULLETIN-SISPICK||||ML|2.5|--|1 km W Macerata Feltria (PU)
1618809|2005-09-20T09:58:02.820000|43.793|12.406|25.4|BULLETIN-SISPICK||||ML|1.2|--|3 km SE Pietrarubbia (PU)
1618819|2005-09-20T10:01:01.530000|42.5|13.191|14.3|BULLETIN-SISPICK||||ML|2.8|--|5 km E Borbona (RI)
1618839|2005-09-20T12:39:51.450000|43.488|12.634|1.9|BULLETIN-SISPICK||||Md|1.6|--|2 km NE Cantiano (PU)
1618849|2005-09-20T13:14:24.760000|38.408|20.182|12.5|BULLETIN-SISPICK||||ML|4.0|--|Costa Greca Ionica (GRECIA)
1618859|2005-09-20T14:09:00.100000|41.679|14.832|15.2|BULLETIN-SISPICK||||ML|1.5|--|2 km SE Ripabottoni (CB)
1618879|2005-09-20T18:32:22.040000|43.784|12.461|12.5|BULLETIN-SISPICK||||ML|1.1|--|3 km SE Macerata Feltria (PU)
1618909|2005-09-21T01:34:22.070000|47.284|11.725|3.5|BULLETIN-SISPICK||||ML|1.9|--|Confine Austria-Germania (AUSTRIA, GERMANIA)
1618929|2005-09-21T02:51:23.970000|43.789|12.399|12.5|BULLETIN-SISPICK||||Md|1.7|--|2 km SE Pietrarubbia (PU)
1618939|2005-09-21T03:07:45.480000|43.806|12.375|19.5|BULLETIN-SISPICK||||ML|1.6|--|W Pietrarubbia (PU)
1618949|2005-09-21T05:10:13.690000|43.073|12.903|17.5|BULLETIN-SISPICK||||ML|2.4|--|4 km W Serravalle di Chienti (MC)
1618969|2005-09-21T08:11:47.020000|42.805|13.036|16.0|BULLETIN-SISPICK||||Md|2.1|--|5 km W Norcia (PG)
1618979|2005-09-21T08:58:15.730000|43.959|11.975|10.0|BULLETIN-SISPICK||||ML|1.2|--|5 km E Santa Sofia (FC)
1618989|2005-09-21T12:14:59.280000|43.789|12.435|14.7|BULLETIN-SISPICK||||ML|1.4|--|2 km SW Macerata Feltria (PU)
1618999|2005-09-21T12:15:25.410000|43.797|12.406|18.2|BULLETIN-SISPICK||||ML|1.6|--|2 km E Pietrarubbia (PU)
1619009|2005-09-21T12:47:13.600000|41.928|13.306|9.6|BULLETIN-SISPICK||||ML|1.1|--|4 km NW Filettino (FR)
1619019|2005-09-21T13:35:10.730000|43.804|12.441|18.6|BULLETIN-SISPICK||||ML|1.7|--|W Macerata Feltria (PU)
1619029|2005-09-21T14:24:08.690000|43.806|12.424|19.2|BULLETIN-SISPICK||||ML|1.6|--|2 km W Macerata Feltria (PU)
1619039|2005-09-21T17:19:08.580000|43.79|12.428|21.6|BULLETIN-SISPICK||||ML|1.5|--|2 km SW Macerata Feltria (PU)
1619049|2005-09-21T18:16:46.070000|43.806|12.435|22.3|BULLETIN-SISPICK||||ML|1.7|--|1 km W Macerata Feltria (PU)
1619059|2005-09-21T18:17:38.470000|43.787|12.433|17.9|BULLETIN-SISPICK||||ML|1.7|--|2 km SW Macerata Feltria (PU)
1619069|2005-09-21T18:43:21.750000|44.248|10.13|9.8|BULLETIN-SISPICK||||ML|0.7|--|1 km NE Fivizzano (MS)
1619079|2005-09-21T21:18:07.130000|43.297|10.856|5.0|BULLETIN-SISPICK||||Md|2.2|--|2 km W Pomarance (PI)
1619099|2005-09-21T22:28:28.790000|43.807|12.433|21.6|BULLETIN-SISPICK||||ML|1.8|--|1 km W Macerata Feltria (PU)
1619119|2005-09-22T02:13:17.250000|41.64|13.401|24.0|BULLETIN-SISPICK||||ML|2.0|--|1 km N Torrice (FR)
1619129|2005-09-22T02:16:04.020000|43.027|13.177|10.5|BULLETIN-SISPICK||||ML|1.5|--|S Acquacanina (MC)
1619149|2005-09-22T05:28:40.280000|40.599|15.504|18.3|BULLETIN-SISPICK||||ML|1.5|--|SW Vietri di Potenza (PZ)
1619159|2005-09-22T06:27:55.660000|42.447|13.268|15.3|BULLETIN-SISPICK||||ML|1.9|--|1 km W Barete (AQ)
1619169|2005-09-22T07:54:59.080000|42.037|13.061|7.9|BULLETIN-SISPICK||||ML|1.6|--|1 km NW Rocca di Botte (AQ)
1619179|2005-09-22T11:28:04.750000|43.813|12.441|21.8|BULLETIN-SISPICK||||ML|1.4|--|1 km N Macerata Feltria (PU)
1619189|2005-09-22T12:06:46.020000|43.35|13.267|7.8|BULLETIN-SISPICK||||ML|2.3|--|5 km SE Cingoli (MC)
1619209|2005-09-22T13:01:37.960000|43.01|13.269|22.0|BULLETIN-SISPICK||||ML|1.6|--|4 km E Bolognola (MC)
1619219|2005-09-22T13:47:20.830000|41.965|12.763|19.7|BULLETIN-SISPICK||||ML|2.9|--|3 km W Tivoli (RM)
1619229|2005-09-22T13:49:26.200000|41.965|12.752|19.7|BULLETIN-SISPICK||||ML|2.3|--|4 km W Tivoli (RM)
1619239|2005-09-22T13:51:39.500000|41.96|12.774|18.2|BULLETIN-SISPICK||||ML|2.5|--|2 km W Tivoli (RM)
1619249|2005-09-22T14:12:22.540000|41.965|12.759|20.7|BULLETIN-SISPICK||||ML|2.9|--|3 km W Tivoli (RM)
1619259|2005-09-22T14:25:50.060000|42.485|13.339|15.7|BULLETIN-SISPICK||||ML|1.4|--|5 km SE Capitignano (AQ)
1619269|2005-09-22T14:27:11.820000|46.019|6.958|2.0|BULLETIN-SISPICK||||ML|1.8|--|V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)
1619279|2005-09-22T14:57:02.600000|42.462|13.304|14.1|BULLETIN-SISPICK||||ML|1.8|--|2 km NE Barete (AQ)
1619289|2005-09-22T15:10:00.560000|42.453|13.326|16.5|BULLETIN-SISPICK||||ML|2.1|--|3 km NE Pizzoli (AQ)
1619309|2005-09-22T17:47:27.780000|43.805|12.431|23.2|BULLETIN-SISPICK||||ML|2.0|--|1 km W Macerata Feltria (PU)
1619329|2005-09-22T20:22:22.750000|41.907|12.728|12.3|BULLETIN-SISPICK||||ML|1.0|--|8 km N Colonna (RM)
1619339|2005-09-22T21:07:12.650000|43.071|13.001|13.4|BULLETIN-SISPICK||||ML|1.6|--|4 km W Muccia (MC)
1619349|2005-09-22T22:14:36.780000|42.923|13.1|18.0|BULLETIN-SISPICK||||ML|1.5|--|1 km SE Visso (MC)
1619369|2005-09-23T00:34:37.360000|41.658|14.614|27.2|BULLETIN-SISPICK||||ML|1.9|--|2 km S Limosano (CB)
1619379|2005-09-23T00:52:43.840000|43.023|13.148|9.9|BULLETIN-SISPICK||||ML|1.4|--|2 km SW Fiastra (MC)
1619389|2005-09-23T03:15:30.990000|41.618|14.637|18.9|BULLETIN-SISPICK||||ML|1.3|--|2 km W Ripalimosani (CB)
1619399|2005-09-23T03:39:19.500000|41.528|14.566|20.4|BULLETIN-SISPICK||||ML|1.2|--|E Baranello (CB)
1619409|2005-09-23T03:49:05.470000|43.035|12.971|17.9|BULLETIN-SISPICK||||ML|2.0|--|4 km SE Serravalle di Chienti (MC)
1619419|2005-09-23T04:31:58.160000|42.722|13.09|12.0|BULLETIN-SISPICK||||ML|1.3|--|6 km E Cascia (PG)
1619429|2005-09-23T08:11:00.140000|40.671|15.424|12.5|BULLETIN-SISPICK||||ML|1.2|--|3 km NE San Gregorio Magno (SA)
1619439|2005-09-23T10:18:28.790000|43.388|13.292|9.1|BULLETIN-SISPICK||||ML|1.6|--|5 km NW Appignano (MC)
1619449|2005-09-23T11:27:44.640000|40.53|17.236|9.3|BULLETIN-SISPICK||||ML|1.5|--|5 km SE Statte (TA)
1619469|2005-09-23T14:48:11.370000|42.466|13.307|14.0|BULLETIN-SISPICK||||ML|1.7|--|3 km NE Barete (AQ)
1619479|2005-09-23T15:08:46.460000|42.457|13.313|15.6|BULLETIN-SISPICK||||ML|2.1|--|3 km E Barete (AQ)
1619489|2005-09-23T15:16:22.000000|43.814|12.423|27.1|BULLETIN-SISPICK||||ML|1.5|--|2 km NW Macerata Feltria (PU)
1619499|2005-09-23T17:33:36.850000|41.668|14.892|11.9|BULLETIN-SISPICK||||ML|1.5|--|5 km N Sant'Elia a Pianisi (CB)
1619509|2005-09-23T18:23:23.500000|42.749|12.925|14.1|BULLETIN-SISPICK||||ML|2.0|--|4 km N Poggiodomo (PG)
1619519|2005-09-24T01:00:34.950000|43.805|13.394|9.6|BULLETIN-SISPICK||||ML|2.4|--|Costa Marchigiana Anconetana (Ancona)
1619529|2005-09-24T01:10:47.710000|43.799|12.439|26.1|BULLETIN-SISPICK||||ML|1.2|--|1 km SW Macerata Feltria (PU)
