format version:	1.3
age units:	Ma

chron Column 1 Million Year Event Frequencies	point	150	255/245/230
	0.500001	1
	1.500001	6
	2.500001	3
	3.500001	5
	4.500001	7
	5.500001	1
	6.500001	4
	7.500001	9
	8.500001	4
	9.500001	8
	10.500001	0
	11.500001	5
	12.500001	8
	13.500001	5
	14.500001	5
	15.500001	3
	16.500001	5
	17.500001	4
	18.500001	3
	19.500001	1
	20.500001	4
	21.500001	9
	22.500001	4
	23.500001	5
	24.500001	4
	25.500001	4
	26.500001	1
	27.500001	2
	28.500001	3
	29.500001	4
	30.500001	1
	31.500001	1
	32.500001	0
	33.500001	2
	34.500001	0
	35.500001	5
	36.500001	2
	37.500001	4
	38.500001	2
	39.500001	2
	40.500001	1
	41.500001	2
	42.500001	1
	43.500001	1
	44.500001	0
	45.500001	1
	46.500001	0
	47.500001	1
	48.500001	1
	49.500001	1
	50.500001	3
	51.500001	1
	52.500001	1
	53.500001	5
	54.500001	0
	55.500001	0
	56.500001	0
	57.500001	2
	58.500001	1
	59.500001	1
	60.500001	0
	61.500001	0
	62.500001	2
	63.500001	1
	64.500001	2
	65.500001	1
	66.500001	1
	67.500001	0
	68.500001	2
	69.500001	1
	70.500001	0
	71.500001	3
	72.500001	0
	73.500001	2
	74.500001	2
	75.500001	0
	76.500001	0
	77.500001	0
	78.500001	0
	79.500001	1
	80.500001	0
	81.500001	0
	82.500001	0
	83.500001	0
	84.500001	1
	85.500001	0
	86.500001	0
	87.500001	0
	88.500001	0
	89.500001	0
	90.500001	0
	91.500001	0
	92.500001	0
	93.500001	0
	94.500001	0
	95.500001	0
	96.500001	0
	97.500001	0
	98.500001	0
	99.500001	0
	100.500001	0
	101.500001	0
	102.500001	1
	103.500001	1
	104.500001	0
	105.500001	0
	106.500001	1
	107.500001	3
	108.500001	0
	109.500001	0
	110.500001	2
	111.500001	2
	112.500001	0
	113.500001	2
	114.500001	1
	115.500001	1
	116.500001	0
	117.500001	0
	118.500001	1
	119.500001	1
	120.500001	0
	121.500001	0
	122.500001	4
	123.500001	1
	124.500001	0
	125.500001	2
	126.500001	1
	127.500001	0
	128.500001	2
	129.500001	1
	130.500001	1
	131.500001	5
	132.500001	4
	133.500001	4
	134.500001	5
	135.500001	3
	136.500001	8
	137.500001	5
	138.500001	5
	139.500001	2
	140.500001	1
	141.500001	1
	142.500001	2
	143.500001	0
	144.500001	2
	145.500001	3
	146.500001	4
	147.500001	1
	148.500001	1
	149.500001	2
	150.500001	0
	151.500001	8
	152.500001	10
	153.500001	4
	154.500001	9
	155.500001	9
	156.500001	24
	157.500001	15
	158.500001	23
	159.500001	32
	160.500001	36
	161.500001	30
	162.500001	31
	163.500001	27
	164.500001	24
	165.500001	16
	166.500001	36
	167.500001	22
	168.500001	47
	169.500001	43
	170.500001	28
	171.500001	6
	172.500001	6
	173.500001	4
	174.500001	6
	175.500001	3
	176.500001	0
	177.500001	2
	178.500001	1
	179.500001	2
	180.500001	1
	181.500001	2
	182.500001	3
	183.500001	5
	184.500001	6
	185.500001	11
	186.500001	2
	187.500001	6
	188.500001	2
	189.500001	10
	190.500001	5
	191.500001	5
	192.500001	1
	193.500001	1
	194.500001	1
	195.500001	3
	196.500001	2
	197.500001	0
	198.500001	5
	199.500001	6
	200.500001	1
	201.500001	10
	202.500001	3
	203.500001	9
	204.500001	4
	205.500001	0
	206.500001	6
	207.500001	5
	208.500001	3
	209.500001	3
	210.500001	5
	211.500001	0
	212.500001	9
	213.500001	3
	214.500001	5
	215.500001	3
	216.500001	4
	217.500001	6
	218.500001	2
	219.500001	3
	220.500001	2
	221.500001	3
	222.500001	4
	223.500001	2
	224.500001	3
	225.500001	0
	226.500001	5
	227.500001	1
	228.500001	6
	229.500001	6
	230.500001	7
	231.500001	5
	232.500001	5
	233.500001	3
	234.500001	2
	235.500001	6
