format version:	1.2
date:	12/6/2012

ACTINOPODA	:	ACANTHARIA (Tintinnia; skeletal rods made of strintium sulfate)	RADIOLARIA (intricate mineral skeletons with inner and outer portion)	_METACOLUMN_OFF

ACANTHARIA (Tintinnia; skeletal rods made of strintium sulfate)	:	Order unnamed ACANTHARIA 

Order unnamed ACANTHARIA 	event					[For details click <a href="http://tolweb.org/notes/?note_id=52">Order unnamed ACANTHARIA </a>]. Order not named. 
FAD
	Astrolithium	23.03
	Chiastolus	55.96
LAD
	Astrolithium, Chiastolus	0.00


RADIOLARIA (intricate mineral skeletons with inner and outer portion)	:	NASSELLARIA (non-spherical internal skeleton with spines and connecting bars)	SPUMELLARIA (colonial, simple central capsule, no initial spicule)	ACTINOPODA - INCERTAE SEDIS	_METACOLUMN_ON

NASSELLARIA (non-spherical internal skeleton with spines and connecting bars)	event				on	[For details click <a href="http://tolweb.org/notes/?note_id=51">NASSELLARIA (non-spherical internal skeleton with spines and connecting bars)</a>]. 
FAD


LICHIDA (spiny trilobites)	event					[For details click <a href="http://www.palaeos.org/Lichida">LICHIDA (spiny trilobites)</a>]. Not found on TOL. 
FAD
	Radiolichas	387.72
	Acanthopyge, Akantharges, Ceratolichas, Eifliarges, Mephiarges, Nipponarges, Terataspis	393.25
	Ceratarges	400.41
	Jasperia	407.57
	Craspedarges, Gaspelichas	410.78
	Echinolichas, Oinochoe, Perunaspis, Terranovia	419.20
	Nonix, Trimerolichas	433.35
	Borealarges, Lobopyge, Richterarges	438.49
	Arctinurus	440.77
	Metaleiolichas, Paraleolichas, Pseudotupolichas	443.83
	Tsunylichas	445.23		?
	Trochurus	447.86
	Dicranogmus, Dicranopeltis, Lichas, Rontrippia, Uripes	448.84
	Conolichas, Leiolichas, Otarozoum	458.36
	Platylichas	459.41
	Hoplolichas, Hopolichoides, Lyralichas, Probolichas	460.45
	Hemiarges, Uralichas	461.84
	Amphilichas	465.32
	Apatolichas, Metopolichas	471.52
	Autoloxolichas, Lichakephalina	477.72
	Lichakephalus	485.37		?
	Eoacidaspis	494.00
	Brutonia	499.10
LAD
	Mephiarges, Nipponarges, Radiolichas	382.69
	Acanthopyge, Akantharges, Borealarges, Ceratarges, Ceratolichas, Echinolichas, Eifliarges, Jasperia, Lobopyge, Perunaspis	387.72
	Terataspis, Terranovia	390.49
	Craspedarges, Gaspelichas	407.57
	Oinochoe	410.78
	Metaleiolichas, Paraleolichas, Richterarges	419.20
	Dicranogmus, Uripes	422.96
	Dicranopeltis, Rontrippia	425.57
	Arctinurus, Lichas, Nonix, Pseudotupolichas, Trimerolichas, Trochurus	427.36
	Platylichas	433.35
	Tsunylichas, Amphilichas, Autoloxolichas	443.83		?: Tsunylichas
	Hemiarges	445.23
	Conolichas, Hopolichoides, Leiolichas, Otarozoum	448.84
	Probolichas	451.28
	Hoplolichas	455.14
	Lyralichas, Uralichas	458.36
	Metopolichas	459.41
	Apatolichas, Lichakephalina	465.32
	Lichakephalus, Eoacidaspis	481.55		?: Lichakephalus
	Brutonia	485.78


NARAOIIDA (= Nektaspida, soft-bodied)	event					[For details click <a href="http://paleodb.org/cgi-bin/cgi-bin/bridge.pl?action=checkTaxonInfo&taxon_no=19101&is_real_user=1">NARAOIIDA (= Nektaspida, soft-bodied)</a>]. Not found on TOL. 
FAD
	Soomaspis	448.84
	Tarricoia	469.96
	Tegopelte	505.79		?
	Maritimella	510.25
	Naraoia, Sapenion	518.55
	Liwia (= Livia)	521.00
LAD
	Soomaspis, Tarricoia	443.83
	Maritimella	485.78
	Naraoia	501.33
	Tegopelte	504.68		?
	Sapenion	516.10
	Liwia (= Livia)	518.55


ODONTOPLEURIDA	event					[For details click <a href="http://paleodb.org/cgi-bin/cgi-bin/bridge.pl?action=checkTaxonInfo&taxon_no=19772&is_real_user=1">ODONTOPLEURIDA</a>]. Not found on TOL. 
FAD
	Ancyropyge	393.25
	Isoprusia	400.41
	Acantaloma, Ceratonurus, Koneprusia	419.20
	Meadowtownella	430.45
	Dicranurus, Dudleyaspis, Edgecombeaspis, Kettneraspis, Laethoprusia, Radiaspis, Selenopeltoides, Xanionurus	433.35
	Stelckaspis, Taemasaspis	438.49
	Anacaenaspis, Globulaspis	440.77
	Borkopleura, Bounyongia, Gaotania, Ivanopleura	443.83
	Eoleonaspis	445.23
	Leonaspis, Orphanaspis, Proceratocephala	447.86
	Hispaniaspis	448.84
	Odontopleura	451.28
	Acidaspis	455.14
	Clustinia	455.14
	Calipernurus, Ceratocephalina	457.01
	Miraspis	459.41
	Apianurus, Ceratocara, Primaspis, Whittingtonia	460.45
	Diacanthaspis	471.52
	Ceratocephala, Selenopeltis	477.72
	Acidaspidella, Acidaspidina	499.25
	Cyrtopora, Dipyrogotes, Drepanura, Guancenshania, Haibowania, Histiomona, Metaacidaspis, Parablackwelderia, Paracidaspis	504.50
	Belovia, Blackwelderia, Meringaspis	501.33
	Acidaspides, Dipentaspis, Prodamessella, Stephanocare	500.22
	Damesella	504.68
	Colossaspis	510.25
	Eodontopleura	514.47
LAD
	Radiaspis	372.24
	Acantaloma, Isoprusia, Kettneraspis, Koneprusia, Orphanaspis	382.69
	Ancyropyge	383.95
	Acidaspis, Ceratocephala, Ceratonurus, Dudleyaspis, Leonaspis, Primaspis, Xanionurus	387.72
	Ceratocephalina, Dicranurus, Laethoprusia	407.57
	Borkopleura, Bounyongia, Ivanopleura	419.20
	Diacanthaspis	422.96
	Anacaenaspis, Miraspis, Odontopleura	425.57
	Edgecombeaspis, Meadowtownella, Selenopeltoides	427.36
	Taemasaspis	430.45
	Gaotania, Stelckaspis	433.35
	Globulaspis	438.49
	Eoleonaspis, Hispaniaspis, Selenopeltis	443.83
	Clustinia, Proceratocephala, Whittingtonia	445.23
	Apianurus	451.28
	Calipernurus, Ceratocara	455.14
	Paracidaspis	477.72
	Acidaspidella, Guancenshania, Haibowania, Metaacidaspis	485.37
	Acidaspides	489.50
	Acidaspidina	491.75
	Belovia, Blackwelderia, Drepanura, Prodamessella	494.00
	Cyrtopora, Dipyrogotes, Histiomona, Meringaspis, Parablackwelderia, Stephanocare	499.25
	Colossaspis, Dipentaspis	499.10
	Damesella	504.68
	Eodontopleura	512.83


OLENELLIDA (narrow tail)	event					[For details click <a href="http://paleodb.org/cgi-bin/cgi-bin/bridge.pl?action=checkTaxonInfo&taxon_no=19109&is_real_user=1">OLENELLIDA (narrow tail)</a>]. Not found on TOL. 
FAD
	Biceratops	511.54
	Arcuolenellus, Bolbolenellus, Bristolia, Nephrolenellus, Peachella	512.83
	Angustolenellus, Campropallus, Elliptocephala, Fremontella, Mesonacis (Fremontia), Olenelloides, Wanneria	514.47
	Gabriellus, Judomiella, Laudonia, Mummaspis, Olenellus, Paedumias, Poletaevella	516.10
	Andalusiana, Archaeaspis, Bondonella, Bradyfallotaspis, Buenellus, Callavia, Cirquella, Esmeraldina, Fallotaspidella, Geraldinella, Holmia, Holmiella, Iyouella, Judomia, Kjerulfia, Lenallina, Mesolenellus, Neltneria, Nevadella, Nevadia, Palmettaspis, Paranevadella, Pelmanaspis, Postfallotaspis, Profallotaspis, Pseudojudomia, Schmidtiellus, Selindella, Sinskia, Wolynaspis	518.55
	Choubertella, Daguinaspis, Eofallotaspis, Fallotaspis, Parafallotaspis	521.00
LAD
	Arcuolenellus, Biceratops, Bristolia, Mesonacis (Fremontia), Olenellus, Peachella	510.25
	Bolbolenellus, Nephrolenellus, Paedumias	511.54
	Angustolenellus, Campropallus, Elliptocephala, Fremontella, Mesolenellus, Olenelloides, Poletaevella, Wanneria	512.83
	Gabriellus, Judomia, Judomiella, Laudonia, Mummaspis, Sinskia	514.47
	Andalusiana, Archaeaspis, Bondonella, Bradyfallotaspis, Buenellus, Callavia, Cirquella, Esmeraldina, Fallotaspidella, Geraldinella, Holmia, Holmiella, Iyouella, Kjerulfia, Lenallina, Neltneria, Nevadella, Nevadia, Palmettaspis, Paranevadella, Pelmanaspis, Postfallotaspis, Profallotaspis, Pseudojudomia, Schmidtiellus, Selindella, Wolynaspis	516.10
	Choubertella, Daguinaspis, Eofallotaspis, Fallotaspis, Parafallotaspis	518.55


PHACOPIDA (lens-face)	event					[For details click <a href="http://www.palaeos.org/Phacopida">PHACOPIDA (lens-face)</a>]. Not found on TOL. 
FAD
	Ravienops	363.46
	Dianops, Dienstina, Trimerocephalus	367.85
	Ductina	372.24
	Cryphops, Neocalmonia	382.69
	Radiopyge	383.95
	Hexacosta, Nephranops, Teichertops	387.72
	Drotops	390.49
	Alcaldops, Altaesajanis, Bradocryphaeus, Centauropyge, Cordapeltis, Cryphaeoides, Cryphaeus, Eldredgeops, Heliopyge, Liolophops, Neometacanthus, Nipponocalymene, Pedinopariops, Probolium, Punillaspis, Sanidopyge	393.25
	Acastellina, Asteropyge, Echinophacops, Echinopyge, Eocryphops, Feruminops, Furacopyge, Gourdonia, Greenops, Illaenula, Malvinella, Metacryphaeus, Morocconites, Oosthuizenella, Palpebrops, Paracalmonia, Pennaia, Plesiomalvinella, Probolops, Psychopyge, Renniella, Rhinophacops, Signatops, Struveapis, Tibagya, Toxophacops, Turcopyge, Typhloiscus	400.41
	Bainella, Blanodalmanites, Bouleia, Breizhops, Burmeisteria, Calmonia, Chacomurus, Chotecops, Comura, Coronura, Delocare, Deltacephalaspis, Devonodontochile, Fenestraspis, Francovichia, Gamonedaspis, Kayserops, Kozloskiaspis, Malladaia, Odontocephalus, Pelitlina, Rhenops, Rhinoreedops, Schizostylus, Tarijaetinoides, Trypaulites, Vogesina	407.57
	Burmeisterella, Forillonaria, Pilletina, Scabrella, Schoharia	409.18
	Acastava, Anchiopella, Anchiopsis, Arduennella, Boeckops, Crotalocephalides, Cryphina, Metacanthina, Phacops, Prokops, Synphoria, Viaphacops	410.78
	Protacanthina, Reedops, Roncellia, Synphoroides	414.99
	Adastocephalum, Afrops, Argentopyge, Australops, Bolivianaspis, Burtonops, Chiarumanipyge, Corycephalus, Crotalocephalus, Digonus, Huntonia, Kainops, Mezocrotalus, Neoprobolium, Odontochile, Paciphacops, Parabouleia, Phacopina, Phalangocephalus, Plagiolaria, Podolites, Pseudocryphaeus, Reussiana, Spinodontochile, Sthenarocalymene	419.20
	Acastopyge, Andinacaste, Lochkovella, Parahomalonotus	422.96
	Denckmannites, Dipleura, Frammia	425.57
	Acastella, Aegrotocatellus, Alcymene, Batocara, Cerauroides, Crotalocephalina, Fragiscutum, Homalonotus, Kazachstania, Metacalymene, Mitchellaspis, Onycopyge, Papillicalymene, Paracryphaeus, Perirehaedulus, Pseudocheirurus, Treveropyge	427.36
	Balizoma, Chiozoon, Didrepanon, Glyptambon, Mackenziurus, Phacopidella	430.45
	Acastoides, Ananaspis, Apocalymene, Arcticalymene, Avalanchurus, Costracheirurus, Delops, Heliocephalus, Kailia, Ktenoura, Ommokris, Pamirotellus, Protocerauroides, Struszia, Tapinocalymene	433.35
	Brianurus, Cromus, Daytonia, Liocalymene, Lygdozoon, Pacificurus, Parayoungia ( Ichiyamella), Perryus, Spathacalymene, Trimerus, Wallacia	438.49
	Acaste, Distyrax, Encrinurus, Eophacops, Hyrokybe ( Shiqiania), Llandovacaste, Nucleurus, Podowrinella, Youngia	440.77
	Acernaspis, Cerauromeros, Curriella, Dalmanites (Ommokris), Dalmaniturus, Deiphon, Johntempleia, Langgoni, Prodontochile, Proromma, Radiurus, Scotiella	443.83
	Calpmenella	445.23
	Josephulus, Songxites, Stubblefieldia	447.86
	Dayongia, Duftonia, Elasmaspis, Eodindymene, Liocnemis, Parevenkaspis, Sambremeusapis, Xuanenia	448.84
	Diacalymene, Encrinuraspis, Oedicybele, Paracybeloides, Parisoceraurus, Sokhretia, Staurocephalus, Walencrinuroides	451.28
	Borealaspis, Calymene, Celtencrinurus, Ceraurinus, Denella, Hapsiceraurus, Isalaux, Leiostegina, Leviceraurus, Mucronaspis, Pompeckia, Rollmops, Toxochasmops, Tricopelta, Uralops, Whittakerites	455.14
	Anapliomerella, Bolbochasmops, Bufoceraurus, Ceraurinium, Cheirurus, Deacybele, Frenerinuroides, Gabriceraurus, Hemisphaerocoryphe, Lasaguaditas, Libertella, Monorakos, Onnicalymene, Paratzuchiatocnemis, Reacalymene, Remipyga, Sceptaspis	457.01
	Achatella, Actinopeltis, Alwynulus, Cybellela, Eudolatites, Gravicalymene, Hadromeros, Paraceraurus, Physemataspis, Scopelochasmops, Stiktocybele	459.41
	Atractopyge, Brongniartella, Calymenesum, Dalmanitina, Eomonarachus, Erratencrinurus, Guichenia, Holia ( Ainoa), Hypodicranotus, Morgatia, Pandaspinapyga, Phacopidina, Pliomerella, Reraspis, Salterocoryphe, Sinocybele, Thulicola, Valongia, Zeliszkella	460.45
	Acanthoparypha, Bevanopsis, Ceraurus, Chasmops, Cybeloides, Perissopliomera, Pliomerina, Quinquecosta, Sphaerexochus, Sphaerocoryphe, Xylabion	461.84
	Areia, Calyptaulax, Crozonaspis, Cybele, Cydonocephalus, Eodalmanitina, Estoniops, Flexicalymene, Heliomera, Kloucekia, Miracybele, Osekaspis, Pharostoma, Placoparina, Plaesiacomia, Plasiaspis, Platycalymene, Prionocheilus, Protocalymene, Pseudosphaerexochus, Reedocalymene, Yankaoia	465.32
	Cerauropeltis, Eccoptochiloides, Hadrohybus, Hammanopyge, Vietnamia	469.96
	Ceraurinella, Colobinion, Cybelurus, Eccoptochile, Ectenonotus, Encrinuroides, Evropeites, Heliomeroides, Kanoshia, Kolymella, Lehua, Lyrapyge, Nieszkowskia, Ormathops, Ovalocephalus ( Hammatocnemis), Platycoryphe, Pliomerops, Pterygometopus, Strotactinus, Sycophantia, Xystocrania	471.52
	Bathycheilus, Calymenella, Colpocoryphe, Cybelopsis, Diaphanometopus, Dindymene, Encrinurella, Gyrometopus, Kawina, Neseuretus, Placoparia, Pliomeridius, Protoencrinurella, Protopliomerella, Pseudocybele, Synhomalonotus, Toletanaspis	477.72
	Anacheirurus, Hintzeia, Sinoparapilekia	481.55
	Batyraspis, Bavarilla, Bornhholmaspis, Courtessolium, Cyrtometopus, Demeterops, Eulomina, Forteyops, Foulonia, Ibexaspis, Krattaspis, Landyia, Laneites, Leiostrototropis, Metapilekia, Metapliomerops, Obliteraspis, Oculichasmops, Parapilekia, Pharostomina, Pilekia, Pliomera, Pliomeroides, Protopliomerops, Pseudomera, Ptychometopus, Rossaspis, Seisonia, Tesselacauda, Victorispina	485.37
	Calymenidius	489.50
	Emsurina, Eocheiurus	491.75
	Parachuangia	499.10
LAD
	Breizhops, Chotecops, Cryphops, Dianops, Ductina, Phacops, Ravienops	358.94
	Dienstina, Nephranops, Trimerocephalus	363.46
	Bradocryphaeus, Greenops, Heliopyge, Neocalmonia, Radiopyge	372.24
	Alcaldops, Cheirurus, Crotalocephalus, Cryphaeoides, Eldredgeops, Gravicalymene, Hexacosta, Liolophops, Metacryphaeus, Pedinopariops, Sanidopyge	382.69
	Dipleura, Neometacanthus, Teichertops	383.95
	Acastava, Acastellina, Acastoides, Altaesajanis, Asteropyge, Bainella, Blanodalmanites, Boeckops, Bouleia, Burmeisteria, Burtonops, Calmonia, Centauropyge, Comura, Cordapeltis, Coronura, Cryphaeus, Delocare, Deltacephalaspis, Digonus, Drotops, Echinophacops, Echinopyge, Eocryphops, Feruminops, Francovichia, Furacopyge, Gamonedaspis, Illaenula, Kayserops, Kozloskiaspis, Malladaia, Malvinella, Metacanthina, Neoprobolium, Nipponocalymene, Odontocephalus, Oosthuizenella, Paciphacops, Palpebrops, Paracalmonia, Parahomalonotus, Pelitlina, Pennaia, Phacopina, Pilletina, Plagiolaria, Plesiomalvinella, Probolium, Probolops, Psychopyge, Punillaspis, Reedops, Renniella, Rhenops, Rhinophacops, Scabrella, Schizostylus, Schoharia, Signatops, Struveapis, Synphoroides, Tibagya, Toxophacops, Treveropyge, Trimerus, Trypaulites, Turcopyge, Typhloiscus, Vogesina	387.72
	Anchiopsis, Dalmanites (Ommokris), Gourdonia, Morocconites, Odontochile, Synphoria, Viaphacops	390.49
	Spinodontochile	393.25
	Anchiopella, Arduennella, Burmeisterella, Chacomurus, Cryphina, Devonodontochile, Fenestraspis, Parabouleia, Paracryphaeus, Protacanthina, Pseudocryphaeus, Rhinoreedops, Tarijaetinoides	400.41
	Acaste, Adastocephalum, Afrops, Calymene, Crotalocephalides, Crotalocephalina, Forillonaria, Huntonia, Kainops, Prokops, Reussiana, Roncellia, Sthenarocalymene	407.57
	Acastella, Apocalymene	409.18
	Ananaspis, Argentopyge, Australops, Bolivianaspis, Chiarumanipyge, Corycephalus, Didrepanon, Encrinurus, Lochkovella, Mezocrotalus, Phalangocephalus, Podolites, Scotiella	410.78
	Andinacaste, Denckmannites, Kazachstania	414.99
	Acastopyge, Cerauroides, Cerauromeros, Cromus, Dalmaniturus, Deiphon, Encrinuraspis, Langgoni, Mitchellaspis, Pacificurus, Papillicalymene, Phacopidella, Pseudocheirurus	419.20
	Alcymene, Avalanchurus, Balizoma, Batocara, Eophacops, Fragiscutum, Frammia, Glyptambon, Homalonotus, Ktenoura, Lygdozoon, Mackenziurus, Onycopyge, Perirehaedulus, Staurocephalus, Struszia	422.96
	Aegrotocatellus, Flexicalymene, Heliocephalus, Metacalymene, Radiurus, Spathacalymene, Sphaerexochus	425.57
	Arcticalymene, Chiozoon, Costracheirurus, Delops, Diacalymene, Hyrokybe ( Shiqiania), Pamirotellus, Prodontochile, Protocerauroides, Tapinocalymene	427.36
	Acernaspis, Kailia, Ommokris, Parayoungia ( Ichiyamella), Perryus, Podowrinella, Wallacia	430.45
	Brianurus, Daytonia, Distyrax, Johntempleia, Liocalymene, Nucleurus, Pseudosphaerexochus	433.35
	Curriella, Hadromeros, Llandovacaste, Mucronaspis, Platycoryphe, Proromma, Youngia	438.49
	Brongniartella	440.77
	Achatella, Borealaspis, Calpmenella, Calyptaulax, Celtencrinurus, Ceraurinium, Ceraurinus, Ceraurus, Cybeloides, Dalmanitina, Dayongia, Eccoptochile, Elasmaspis, Encrinuroides, Erratencrinurus, Hemisphaerocoryphe, Holia ( Ainoa), Hypodicranotus, Monorakos, Neseuretus, Oculichasmops, Oedicybele, Paracybeloides, Parevenkaspis, Remipyga, Reraspis, Sambremeusapis, Sceptaspis, Sphaerocoryphe, Toxochasmops	443.83
	Actinopeltis, Areia, Atractopyge, Calymenesum, Ceraurinella, Dindymene, Duftonia, Encrinurella, Eudolatites, Gabriceraurus, Josephulus, Kloucekia, Lehua, Liocnemis, Ovalocephalus ( Hammatocnemis), Pharostoma, Placoparia, Prionocheilus, Scopelochasmops, Songxites, Stubblefieldia, Tricopelta	445.23
	Eodindymene, Onnicalymene, Parisoceraurus, Xuanenia	447.86
	Chasmops, Colpocoryphe, Crozonaspis, Denella, Estoniops, Leviceraurus, Ormathops, Pandaspinapyga, Paratzuchiatocnemis, Plaesiacomia, Pliomerina, Sinocybele, Sokhretia, Uralops, Walencrinuroides, Whittakerites, Xylabion	448.84
	Acanthoparypha, Bolbochasmops, Bufoceraurus, Cybele, Eomonarachus, Hapsiceraurus, Heliomeroides, Isalaux, Leiostegina, Nieszkowskia, Phacopidina, Pompeckia, Rollmops	451.28
	Anapliomerella, Bevanopsis, Cybellela, Deacybele, Frenerinuroides, Lasaguaditas, Libertella, Physemataspis, Platycalymene, Pliomerella, Pliomerops, Reacalymene, Thulicola	455.14
	Alwynulus, Calymenella, Cerauropeltis, Cybelurus, Eccoptochiloides, Guichenia, Hadrohybus, Hammanopyge, Morgatia, Osekaspis, Paraceraurus, Placoparina, Pliomera, Quinquecosta, Salterocoryphe, Stiktocybele, Valongia, Vietnamia	458.36
	Zeliszkella	459.41
	Bathycheilus, Calymenidius, Diaphanometopus, Kawina, Miracybele, Perissopliomera, Plasiaspis, Reedocalymene, Synhomalonotus, Xystocrania	458.36
	Cybelopsis, Cydonocephalus, Ectenonotus, Eodalmanitina, Heliomera, Kanoshia, Protocalymene, Pseudomera, Pterygometopus, Toletanaspis, Yankaoia	461.84
	Colobinion, Evropeites, Gyrometopus, Kolymella, Lyrapyge, Parapilekia, Pilekia, Pliomeroides, Pseudocybele, Strotactinus, Sycophantia	465.32
	Batyraspis, Bornhholmaspis, Courtessolium, Cyrtometopus, Demeterops, Forteyops, Foulonia, Ibexaspis, Krattaspis, Laneites, Leiostrototropis, Metapilekia, Metapliomerops, Obliteraspis, Ptychometopus, Seisonia	469.96
	Hintzeia, Pliomeridius, Protoencrinurella, Protopliomerella, Protopliomerops	471.52
	Anacheirurus, Bavarilla, Eulomina, Pharostomina, Rossaspis, Sinoparapilekia	477.72
	Landyia, Tesselacauda, Victorispina	481.55
	Parachuangia	485.78
	Emsurina, Eocheiurus	489.50


PROETIDA	event					[For details click <a href="http://http://www.trilobites.info/ordproetida.htm">PROETIDA</a>]. Not found at TOL. 
FAD
	Acropyge, Endops, Hildaphillipsia, Iranaspidion, Kathwaia, Microphillipsia	265.14
	Novoameura	268.80
	Ampulliglabella, Jimbokranion, Vidria	279.33
	Timoraspis	278.81
	Anisopyge, Delaria , Hentigia	282.01
	Cheiropyge, Doublatia	288.77
	Bolivicrania, Dudu, Paraphillipsia	298.88
	Bedicella, Thaiaspis, Triproetus	307.60
	Humilogriffithides	315.16
	Appendicysta, Loeipyge, Neogriffithides, Neoproetus, Nipponaspis, Pseudophillipsia, Zhegangula	319.20
	Carbonoproetus, Ditomopyge, Sevillia	323.23
	Ameura, Karginella, Merebolina, Wagnerispina, Waideggula	330.92
	Coignops, Cyphinioides, Gapeevella, Kulmiella, Liobole, Vandergrachtia	338.83
	Cystispina, Evagena, Exochops, Gracemerea, Kaskia, Paladin, Phillibolina, Spatulina, Spinibole, Tawstockia, Thalabaria	346.73
	Aprathia, Bollandia, Carbonocoryphe, Gitarra, Moschoglossis, Particeps, Phillibole, Rhenogriffides, Schizophillipsia, Weberiphillipsia	352.84
	Australokaskia, Australosutura, Bitumulina, Breviphillipsia, Cammingella, Comptonaspis, Conophillipsia, Cummingella, Cyrtoproetus, Diacoryphe, Dixiphopyge, Elliptophillipsia, Eocyphinium, Globusia, Griffithidella, Griffithides, Huanoproetus, Linguaphillipsia, Liobolina, Lugalella, Mahaiella, Namuropyge ( Coignouina), Palaeophillipsia, Paragriffithides, Perexigupyge, Phillipsia, Piltonia, Proetides, Reediella, Richterella, Sperginaspis, Thigriffides, Weania, Weberides, Winterbergia, Witryides, Xenoboloides, Xiangzhongella	358.94
	Brachymetopus, Constantina, Haasia, Helioproetus, Mirabole, Parachaunoproetus, Perliproetus, Pudoproetus, Typhloproetus	363.46
	Calybole, Chaunoproetus, Daihuaia, Helioproetoides, Parafrithjofia, Prodiacoryphe, Pseudowaribole, Skemmatopyge, Vitaella, Waribole	367.85
	Cyrtosymbole, Devonocoryphe, Drevermannia, Formonia, Frithjofia, Langgonbole, Pontipalpebralia, Pusillaboles, Sinobole, Skemmatocare	372.24
	Bapingaspis	375.79
	Pteroparia	379.24
	Archegonus, Clavibole, Erbenicoryphe, Palpebralia, Pterocoryphe, Richteraspis	382.69
	Eudechella, Monodechella	387.72
	Dohmiella, Longiproetus	390.49
	Benesovella, Camsellia, Cyrtodechenella, Deltadechenella, Erbenites, Fuscinipyge, Humeia, Linguaproetus, Monodechenella, Pedinodechenella	393.25
	Ignoproetus, Koneprusites, Mannopyge, Moravocoryphe, Myoproetus, Mystrocephala, Ormistoniella, Paradechenella, Parapalebralia, Perakaspis, Piriproetus, Pseudotrinodus, Quadratoproetus, Xenodechenella	400.41
	Bailielloides, Basidechenella, Boliviproetus, Borealia, Buchiproetus, Chauffouraspis, Cyrtosymboloides, Eocyrtosymbole, Macroblepharum, Oehlertia, Proetocephalus, Proetopeltis, Schizoproetus, Trautensteinproetus	407.57
	Kegeliella	409.18
	Alberticoryphe, Aulacopleurina, Bohemiproetus, Bojocoryphe, Crassiproetus, Cyphaspides, Denemarkia, Hamiroproetus, Kolymoproetus, Miriproetus, Nagaproetus, Otarionides, Phyllaspis, Podoliproetus, Praedechenella, Pribylia, Proetina, Pseudodechenella, Schizoproetoides, Simaproetus, Tschernyschewiella, Unguliproetus, Vicinoproetus, Xiphogonium	410.78
	Devonoproetus, Pragoproetus, Wolayella	414.99
	Asiagena, Astycoryphe, Ceratoproetus, Cordania, Dalejeproetus, Dechenella, Dechenellurus, Eodrevermannia, Erbenaspis, Ganinella, Gerastes, Hollardia, Khalfinella, Lepidoproetus, Lophiokephalion, Orbitoproetus, Otarionella, Parawarburgella, Prodrevermannia, Ranunculoproetus, Schizoproetina, Tayanaella, Tcherkesovia, Tropidocare, Yanshanaspis	419.20
	Coniproetus, Eremiproetus, Pachyproetus, Prionopeltis, Sculptoproetus	422.96
	Pulcherproetus, Ryckholtia	425.57
	Tekinia, Tropidocoryphe	427.36
	Aceroproetus, Chuanqianoproetus, Cyphaspis, Falcatoproetus, Interproetus, Otarion, Radonia	433.35
	Cornuproetus, Hedstroemia, Lacunoporaspis, Prantlia, Pseudogerastos, Songkania	438.49
	Hypaproetus, Oidaloproetus	440.77
	Nitidocare, Pseudoproetus, Yichangaspis	443.83
	Niachangella, Solariproetus	445.23
	Glaphurella, Paraproetus, Thebanaspis, Warburgella	447.86
	Acetopeltis, Ascopeltis, Clypoproetus, Madygenia, Maurotarion, Warburgaspis, Xenocybe	448.84
	Cyamella, Cyamops, Hanjiangaspis, Paraphillipsinella, Parvigena, Proetidella, Quyuania	451.28
	Cyphoproetus, Holotrachelus, Proetus, Radnoria	455.14
	Analocaspis, Harpidella, Isbergia, Paratoernquistia	458.36
	Chomatopyge, Toernquistia	459.41
	Astroproetus, Dimeropyge, Glaphurina, Mesotaphraspis, Panarchaegonus, Rorringtonia, Scharyia, Stenoblepharum	460.45
	Bathyurus, Lasarchopyge, Madaraspis, Paryfenus, Phaselops, Platyantyx, Psephosthenaspis, , Pseudoolenoides,Raymondites	465.32
	Celmus, Decoroproetus, Eleutherocentrus, Oenonella, Raymondaspis, Telephina	471.52
	Bathyuriscops, Acidiphorus ( Goniotelus), Benthamaspis, Biolgina, Bolbocephalus, Carolinites, Ceratopeltis, Dimeropygiella, Goniophrys, Goniotelina, Grinnellaspis, Ischyrophyma, Ischyrotoma, Lutesvillia, Petigurus, Rananasus	477.72		?: Bathyuriscops
	Amblycranium, Bathyurellus (Punka), Hillyardina, Jeffersonia, Lichnocephala, Pachycranium, Peltabellia, Psalikilopsis, Psalikilus, Pseudohystricurus, Strigigenalis, Tanybregma, Uromystrum	481.55
	Agerina, Aulacopleura, Glaphurus, Gonioteloides, Hexianella, Hystricurus, Kinderlania, Oculomagnus, Parahystricurus, Phaetonellus, Proscharyia, Protarchaegonus	485.37
	Lecanopyge	489.50
	Eoproetus	500.22
LAD
	Acropyge, Bolivicrania, Pseudophillipsia	252.16
	Cheiropyge, Kathwaia, Nipponaspis, Paraphillipsia	254.20
	Anisopyge, Brachymetopus, Ditomopyge, Endops, Hildaphillipsia, Iranaspidion, Microphillipsia, Neogriffithides, Neoproetus, Paladin, Timoraspis, Vidria	259.81
	Delaria, Novoameura	265.14
	Ampulliglabella, Jimbokranion	272.30
	Dudu, Hentigia	272.30
	Triproetus	278.81
	Ameura, Bedicella, Cummingella, Doublatia, Loeipyge	290.06
	Thaiaspis, Waideggula	302.63
	Griffithides, Sevillia	305.12
	Humilogriffithides	306.99
	Pseudowaribole, Pudoproetus, Waribole	311.08
	Appendicysta, Kaskia, Namuropyge ( Coignouina), Weania, Weberides, Zhegangula	315.16
	Carbonoproetus, Coignops	319.20
	Merebolina	323.23
	Cyphinioides, Eocyphinium, Gapeevella, Karginella, Particeps, Wagnerispina	327.08
